id,unified_name,preliminary_type,Year,TWDB Estimated?, Population Served , Single Family Volumes , Single Family Connections , Multi-Family Volumes , Multi-Family Connections , Commercial Volume , Commercial Connections , Industrial Volumes , Industrial Connections , Institutional Volume , Institutional Connections , Agricultural Volumes , Agricultural Connections , Total Metered Volume , Total Metered Connections , Total Un-metered Volume , Total Un-metered Connections ,TCEQ PWS Code,Wholesale System?,Water Use Survey Form Type,PWS System Class
481354,TOWN OF RANSOM CANYON,water system,2022.0,N," 1,189 "," 81,430,000 ", 557 ,,,,,,," 6,597,000 ", 1 ,,," 88,027,000 ", 558 ," 24,000 ", 3 ,TX1520056,N,Municipal Long,Municipal
481359,CEDARVIEW ESTATES,water system,2022.0,Y, 180 ,,,,,,,,,,,,,,,,,TX1070144,N,Municipal Long,Private/IOU
481361,POINT LA VISTA,water system,2022.0,Y, 609 ," 9,649,300 ", 210 ,,,,,,,,,,," 9,649,300 ", 210 ,,,TX1070207,N,Municipal Long,Private/IOU
481363,ESQUIRE ESTATES II,water system,2022.0,Y, 129 ,,,,,,,,,,,,,,,,,TX1070215,N,Municipal Long,Private/IOU
481364,LAKE SHERIDAN ESTATES,water system,2022.0,N, 750 ," 21,291,000 ", 257 ,,,,,,,,,,," 21,291,000 ", 257 ,,,TX0450069,N,Municipal Long,Private/IOU
481375,3 G WSC,water system,2022.0,N, 825 ," 10,933,480 ", 275 ,,,,,,,,,,," 10,933,480 ", 275 ," 1,208,837 ", 1 ,TX1500006,N,Municipal Long,Water Supply Corporation
481380,TOWN OF LAKESIDE,water system,2022.0,N," 2,260 "," 80,610,875 ", 729 ,,," 1,680,472 ", 19 ,,," 704,706 ", 2 ,,," 82,996,053 ", 750 ," 302,197 ", 81 ,TX2200028,N,Municipal Long,Municipal
481382,WEST HOUSTON AIRPORT,water system,,,,,,,,,,,,,,,,,,,,,,,
481385,CITY OF LAKESIDE CITY,water system,2022.0,Y," 1,000 ",, 480 ,,,,,,,,,,,, 480 ,, 1 ,TX0050015,N,Municipal Long,Municipal
481390,LAKESIDE ESTATES SUBDIVISION,water system,2022.0,Y, 250 ," 5,097,600 ", 84 ,,,,,,,,,,," 5,097,600 ", 84 ,,,TX2370008,N,Municipal Long,Private/IOU
481495,LAKESIDE VILLAGE SUBDIVISION,water system,2022.0,N, 429 ," 11,798,000 ", 143 ,,,,,,,,,,," 11,798,000 ", 143 ," 8,000 ",,TX1870095,N,Municipal Long,Private/IOU
481510,LAKESIDE WATER SUPPLY DISTRICT,water system,2022.0,N, 425 ," 13,722,300 ", 299 ,,,,,,," 600,500 ", 4 ," 200,000 ", 1 ," 14,522,800 ", 304 ,,,TX0180016,N,Municipal Long,District 
481517,LAKE WATERWHEEL ESTATES,water system,2022.0,N, 201 ," 3,665,795 ", 67 ,,,,,,,,,,," 3,665,795 ", 67 ," 845,905 ",,TX2040023,N,Municipal Long,Private/IOU
481520,TOWN OF HOLIDAY LAKES,water system,2022.0,N," 1,312 "," 27,301,300 ", 326 ,,," 240,000 ", 3 ,,,,,,," 27,541,300 ", 329 ,,,TX0200018,N,Municipal Long,Municipal
481525,LAKESHORE SITES WATER,water system,,,,,,,,,,,,,,,,,,,,TX1040019,N,Municipal Long,Private/IOU
481570,LAKE TANGLEWOOD WATER SYSTEM,water system,2022.0,N," 1,500 "," 103,404,895 ", 499 ,,,,,,,,,,," 103,404,895 ", 499 ,,,TX1910013,N,Municipal Long,Private/IOU
481625,LAKE UTILITY CO,water system,2022.0,Y, 339 ," 4,822,300 ", 113 ,,,,,,,,,,," 4,822,300 ", 113 ,,,TX1070059,N,Municipal Long,Private/IOU
481875,RANCHERO ESTATES,water system,2022.0,N, 150 ,,,,,,,,,,,,,,,,,TX1330150,N,Municipal Long,Private/IOU
481950,LAKEVIEW HILLS WSC,water system,2022.0,N, 78 ," 1,654,200 ", 34 ,,,,,,,,,,," 1,654,200 ", 34 ,,,TX2270191,N,Municipal Long,Water Supply Corporation
481960,LAKEVIEW HILLS POA,water system,2022.0,N, 92 ," 2,068,421 ", 53 ,,,,,,," 67,230 ", 1 ,,," 2,135,651 ", 54 ," 90,090 ", 13 ,TX2040021,N,Municipal Long,Private/IOU
482000,LAKEVIEW WSC,water system,2022.0,Y, 98 ," 1,466,000 ", 42 ,,," 117,000 ", 1 ," 354,000 ", 1 ," 12,000 ", 3 ," 435,000 ", 16 ," 2,384,000 ", 63 ," 1,790,300 ", 2 ,TX0960014,N,Municipal Long,Water Supply Corporation
482510,LAKEVIEW RANCHETTES,water system,2022.0,N, 330 ," 5,468,643 ", 110 ,,,,,,,,,,," 5,468,643 ", 110 ,,,TX0700057,N,Municipal Long,Private/IOU
482685,LAKEVIEW WATER,water system,2022.0,N, 426 ," 6,253,000 ", 142 ,,,,,,,,,,," 6,253,000 ", 142 ," 94,000 ", 3 ,TX1460098,N,Municipal Long,Private/IOU
482725,BIG EDDY,water system,2022.0,N," 2,598 ",, 674 ,,,, 39 ,,,,,,,, 713 ,,,TX2120037,N,Municipal Long,Private/IOU
482730,LAKE VISTA UTILITY,water system,2022.0,Y, 585 ," 10,262,000 ", 229 ,,," 944,000 ", 5 ,,,,,,," 11,206,000 ", 234 ,,,TX1490017,N,Municipal Long,Private/IOU
482734,LAKE VISTA VILLAGE,water system,2022.0,Y, 126 ," 2,221,700 ", 40 ,,,,,,,,,,," 2,221,700 ", 40 ,,,TX1070181,N,Municipal Long,Private/IOU
482830,STEELE CREEK HARBOR,water system,2022.0,N, 432 ," 6,500,000 ", 156 ,,,,,,,,,,," 6,500,000 ", 156 ,,,TX0180028,N,Municipal Long,Private/IOU
482840,ROCKY CREEK WATER SYSTEM,water system,2022.0,N," 2,811 "," 64,160,000 "," 1,045 ",,," 5,576,000 ", 29 ,,," 1,384,000 ", 7 ,,," 71,120,000 "," 1,081 ",,,TX0180015,N,Municipal Long,Private/IOU
482875,KING CREEK WSC,water system,2022.0,N, 160 ," 3,600,690 ", 79 ,,,,,,,,,,," 3,600,690 ", 79 ,,,TX0180031,N,Municipal Long,Private/IOU
482970,LAKEWOOD WATER EAST,water system,2022.0,N, 252 ," 2,728,334 ", 84 ,,,,,,,,,,," 2,728,334 ", 84 ,,,TX1070009,N,Municipal Long,Private/IOU
482975,CITY OF LAKE WORTH,water system,2022.0,N," 5,000 "," 148,895,000 "," 1,840 ",,," 138,749,000 ", 441 ,,,,,,," 287,644,000 "," 2,281 "," 5,451,916 ",,TX2200060,N,Municipal Long,Municipal
482988,CITY OF ROXTON,water system,2022.0,Y, 693 ,,,,,,,,,,,,,,,,,TX1390014,N,Municipal Long,Municipal
483200,CITY OF LA MARQUE,water system,2022.0,N," 18,030 "," 370,962,000 "," 7,160 "," 31,542,000 ", 37 ," 92,910,000 ", 517 ,,,,,,," 495,414,000 "," 7,714 "," 14,940,000 ",,TX0840006,N,Municipal Long,Municipal
484900,LANEVILLE WSC PLANT 1,water system,2022.0,N, 255 ," 6,450,500 ", 85 ,,,,,,," 979,000 ", 2 ,,," 7,429,500 ", 87 ," 32,000 ",,TX2010020,N,Municipal Long,Water Supply Corporation
486000,ZAVALA COUNTY WCID 1,water system,2022.0,N," 2,000 "," 63,556,900 ", 619 ," 3,478,000 ", 5 ," 12,737,000 ", 36 ,,," 7,481,000 ", 15 ,,," 87,252,900 ", 675 ,,,TX2540003,N,Municipal Long,District 
486520,LA SALLE LANDING WATER SYSTEM,water system,2022.0,N, 15 ," 580,800 ", 38 ,,,,,,,,,,," 580,800 ", 38 ,,,TX1200008,N,Municipal Long,Private/IOU
486545,LAST RESORT PROPERTIES,water system,2022.0,N, 100 ," 1,923,000 ", 30 ,,,,,,,,,,," 1,923,000 ", 30 ,,,TX0610208,N,Municipal Long,Private/IOU
486800,CITY OF LA VERNIA,water system,2022.0,Y," 2,036 "," 26,220,000 ", 494 ," 4,440,000 ", 6 ," 27,569,500 ", 170 ," 2,635,000 ", 2 ," 25,000,000 ", 8 ,,," 85,864,500 ", 680 ,,,TX2470004,N,Municipal Long,Municipal
486820,CITY OF LA VILLA,water system,2022.0,N," 1,479 "," 38,218,588 ", 493 ," 8,618,016 ", 20 ," 751,973 ", 13 ," 42,021,600 ", 6 ," 20,445,284 ", 5 ,,," 110,055,461 ", 537 ,,,TX1080023,N,Municipal Long,Municipal
487400,BEAR CREEK SUD,water system,2022.0,N," 10,878 "," 293,028,950 "," 3,474 ",,," 34,754,700 ", 76 ," 10,834,100 ", 7 ," 3,585,000 ", 18 ," 25,954,200 ", 51 ," 368,156,950 "," 3,626 "," 16,861,150 ", 16 ,TX0430037,N,Municipal Long,Water Supply Corporation
487500,CITY OF LA WARD,water system,2022.0,Y, 170 ," 6,206,900 ", 64 ,,," 73,000 ", 1 ,,,,,,," 6,279,900 ", 65 ,,,TX1200013,N,Municipal Long,Municipal
487570,LAWRENCE WSC,water system,2022.0,Y," 1,110 "," 18,420,048 ", 310 ," 699,700 ", 1 ," 25,500 ", 1 ,,,,,,," 19,145,248 ", 312 ,, 6 ,TX1290018,N,Municipal Long,Water Supply Corporation
487600,CITY OF LAWN,water system,2022.0,Y, 960 ," 12,202,490 ", 382 ,,,,,,,,,,," 12,202,490 ", 382 ," 37,210 ", 15 ,TX2210005,N,Municipal Long,Municipal
487805,LAZBUDDIE ISD,water system,,,,,,,,,,,,,,,,,,,,TX1850023,N,Municipal Short,Institutions/Facilities
487807,LAZY LANE MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX1700344,N,Municipal Short,Mobile Home Park
488500,LEAGUEVILLE WSC,water system,2022.0,N," 2,790 "," 60,407,130 "," 1,059 ",,," 838,390 ", 10 ,,," 973,160 ", 9 ," 316,200 ", 2 ," 62,534,880 "," 1,080 "," 9,298,727 ",,TX1070025,N,Municipal Long,Water Supply Corporation
488800,CITY OF LEAKEY,water system,2022.0,N," 1,737 "," 60,000,000 ", 502 ," 6,000,000 ", 60 ," 1,483,000 ", 19 ,,," 750,000 ", 1 ,,," 68,233,000 ", 582 ,,,TX1930002,N,Municipal Long,Municipal
488923,LEANING OAK MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX2370044,N,Municipal Short,Mobile Home Park
488930,CITY OF LEARY,water system,2022.0,N, 525 ," 11,723,056 ", 231 ,,," 6,720,580 ", 21 ,,,,,,," 18,443,636 ", 252 ," 3,784,954 ", 40 ,TX0190093,N,Municipal Long,Municipal
488979,LEE RIDGE SUBDIVISION,water system,,,,,,,,,,,,,,,,,,,,TX0200506,N,Municipal Short,Private/IOU
490000,LEFORS MUNICIPAL WATER SYSTEM,water system,2022.0,N, 497 ," 15,935,000 ", 263 ,,," 220,000 ", 3 ,,," 755,000 ", 3 ,,," 16,910,000 ", 269 ," 422,080 ", 37 ,TX0900001,N,Municipal Long,Municipal
490517,LEISUREWOODS WATER,water system,2022.0,Y," 1,108 "," 33,084,000 ", 440 ,,," 112,000 ", 3 ,,,,,,," 33,196,000 ", 443 ,,,TX1050043,N,Municipal Long,Private/IOU
490600,CITY OF LEONA,water system,2022.0,N, 276 ," 6,929,660 ", 92 ,,,,,,,,,,," 6,929,660 ", 92 ," 2,182,300 ", 20 ,TX1450008,N,Municipal Long,Municipal
491600,CITY OF LEONARD,water system,2022.0,N," 2,550 "," 40,513,287 ", 613 ," 6,985,900 ", 31 ," 6,314,800 ", 136 ," 1,044,000 ", 25 ," 9,850,300 ", 46 ,,," 64,708,287 ", 851 ," 161,200 ", 25 ,TX0740005,N,Municipal Long,Municipal
491870,CITY OF LEON VALLEY,water system,2022.0,N," 6,590 "," 160,678,000 "," 2,255 ",, 58 ," 140,567,000 ", 323 ,,,,,,," 301,245,000 "," 2,636 ",,,TX0150178,N,Municipal Long,Municipal
493150,WATER WORKS 1 FLOYD ACRES,water system,2022.0,N, 54 ," 831,310 ", 27 ,,,,,,,,,,," 831,310 ", 27 ," 69,290 ",,TX1500018,N,Municipal Long,Private/IOU
493151,WATER WORKS 2 ISLAND LODGES,water system,2022.0,N, 112 ," 2,096,440 ", 56 ,,,,,,,,,,," 2,096,440 ", 56 ," 233,505 ",,TX1500019,N,Municipal Long,Private/IOU
494000,CITY OF LEXINGTON,water system,2022.0,N," 2,414 "," 58,591,519 ", 703 ," 667,900 ", 7 ," 21,619,335 ", 94 ,,," 3,854,279 ", 19 ," 115,400 ", 2 ," 84,848,433 ", 825 ," 4,381,727 ",,TX1440002,N,Municipal Long,Municipal
494500,LIBBY WSC,water system,2022.0,N, 600 ," 13,227,982 ", 183 ,,," 861,218 ", 5 ,,,,,,," 14,089,200 ", 188 ,,,TX1740012,N,Municipal Long,Water Supply Corporation
494800,CITY OF LIBERTY,water system,2022.0,N," 8,425 "," 182,189,000 "," 2,470 ",,," 267,187,000 ", 543 ,,,,,,," 449,376,000 "," 3,013 "," 2,360,000 ", 1 ,TX1460003,N,Municipal Long,Municipal
494810,LIBERTY DANVILLE FWSD 2,water system,2022.0,N," 1,001 "," 22,251,000 ", 282 ,,," 3,434,000 ", 15 ,,," 77,000 ", 1 ," 197,000 ", 3 ," 25,959,000 ", 301 ," 2,150,000 ", 17 ,TX0920020,N,Municipal Long,District 
495600,CITY OF LIBERTY HILL,water system,2022.0,N," 5,500 "," 100,275,100 "," 1,161 "," 18,567,400 ", 124 ," 37,302,800 ", 159 ," 107,200 ", 2 ," 10,140,100 ", 30 ,,," 167,665,351 "," 1,476 "," 25,500 ", 1 ,TX2460013,N,Municipal Long,Municipal
496900,LILBERT LOONEYVILLE WSC,water system,2022.0,N, 558 ," 14,754,360 ", 231 ,,,,,,,,,,," 14,754,360 ", 231 ,,,TX1740013,N,Municipal Long,Water Supply Corporation
497000,LILLY GROVE SUD,water system,2022.0,N," 2,455 "," 79,208,000 ", 982 ,,,,,,,,,,," 79,208,000 ", 982 ," 31,804 ", 71 ,TX1740014,N,Municipal Long,District 
497180,LINCOLN WSC,water system,2022.0,N, 765 ," 20,429,440 ", 245 ," 437,770 ", 3 ," 829,500 ", 4 ,,," 414,750 ", 3 ," 2,065,390 ", 23 ," 24,176,850 ", 278 ," 2,360,095 ", 37 ,TX1440006,N,Municipal Long,Water Supply Corporation
497250,LINDALE RURAL WSC,water system,2022.0,N," 12,840 "," 315,576,688 "," 4,055 "," 9,746,328 ", 144 ," 14,357,597 ", 71 ,,,,," 1,553,965 ", 10 ," 341,234,578 "," 4,280 ",,,TX2120017,N,Municipal Long,Water Supply Corporation
498800,CITY OF LINDEN,water system,2022.0,Y," 1,988 ",, 712 ,, 92 ,, 105 ,,,, 12 ,,,, 921 ,,,TX0340004,N,Municipal Long,Municipal
499400,CITY OF LINDSAY,water system,2022.0,N," 1,497 "," 35,958,092 ", 454 ,,," 3,102,481 ", 30 ,,," 8,113,968 ", 12 ," 76,157 ", 1 ," 47,250,698 ", 497 ,,,TX0490003,N,Municipal Long,Municipal
501200,CITY OF LIPAN,water system,2022.0,Y, 911 ," 35,994,908 ", 320 ,,,,,,,,,,," 35,994,908 ", 320 ,,,TX1110011,N,Municipal Long,Municipal
503000,LITTLE ELM VALLEY WSC,water system,2022.0,N," 2,061 "," 68,824,700 ", 687 ,,,,,,,,,,," 68,824,700 ", 687 ,,,TX0140025,N,Municipal Long,Water Supply Corporation
503900,LITTLE HOPE-MOORE WATER SUPPLY,water system,2022.0,N," 1,896 "," 24,284,990 ", 610 ,,," 155,166 ", 8 ,,," 178,336 ", 11 ," 290,888 ", 3 ," 24,909,380 ", 632 ," 1,725,311 ", 50 ,TX2340011,N,Municipal Long,Water Supply Corporation
504000,LITTLE JOES ICE HOUSE & TRAILER PARK,water system,2022.0,N, 150 ," 2,816,089 ", 26 ,,," 108,311 ", 1 ,,,,,,," 2,924,400 ", 27 ,,,TX0150256,N,Municipal Long,Private/IOU
504400,BELL COUNTY WCID 2,water system,2022.0,N," 1,959 "," 46,621,817 ", 627 ," 5,132,865 ", 85 ," 1,213,185 ", 19 ,,," 7,246,842 ", 8 ,,," 60,214,709 ", 739 ," 4,750,000 ", 6 ,TX0140027,N,Municipal Long,District 
504820,LIVE OAK HILLS SUBDIVISION,water system,2022.0,N, 90 ," 2,085,790 ", 30 ,,,,,,,,,,," 2,085,790 ", 30 ,,,TX1540012,N,Municipal Long,Private/IOU
504835,LIVEOAKS MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX0860090,N,Municipal Short,Mobile Home Park
504875,CITY OF LIVERPOOL,water system,2022.0,N, 503 ," 14,635,000 ", 228 ,,," 776,100 ", 4 ,,,,," 3,116,800 ", 1 ," 18,527,900 ", 233 ,,,TX0200555,N,Municipal Long,Municipal
505200,CITY OF LIVINGSTON,water system,2022.0,N," 5,335 "," 136,834,000 "," 3,000 "," 23,967,000 ", 850 ," 140,710,000 ", 445 ,,," 305,867,000 ", 2 ,,," 607,378,000 "," 4,297 ",,,TX1870002,N,Municipal Long,Municipal
505250,CITY OF LLANO,water system,2022.0,N," 3,325 "," 111,214,400 "," 1,415 "," 12,980,700 ", 34 ," 44,688,600 ", 315 ,,," 24,139,300 ", 70 ,,," 193,023,000 "," 1,834 "," 37,654,200 ", 65 ,TX1500001,N,Municipal Long,Municipal
505255,LLANO COUNTY MUD 1,water system,2022.0,Y, 200 ," 14,784,900 ", 238 ,,," 391,700 ", 11 ,,," 8,000 ", 1 ,,," 15,184,600 ", 250 ,,,TX1500002,N,Municipal Long,District 
505270,LLANO GRANDE LAKE PARK WEST,water system,2022.0,Y, 400 ," 1,170,600 ", 133 ,,,,,,,,,,," 1,170,600 ", 133 ,,,TX1080236,N,Municipal Long,Private/IOU
507050,CITY OF LOG CABIN,water system,2022.0,Y, 411 ," 26,604,000 ", 407 ,,," 181,000 ", 4 ,,,,,,," 26,785,000 ", 411 ,,,TX1070121,N,Municipal Long,Municipal
507100,LOHN WSC,water system,2022.0,N, 150 ," 6,456,840 ", 71 ,,,,," 2,188,230 ", 6 ,,,,," 8,645,070 ", 77 ,,,TX1540002,N,Municipal Long,Water Supply Corporation
507200,JACKSON COUNTY WCID 1,water system,2022.0,N, 700 ," 14,073,900 ", 217 ,,,, 10 ,,,,,,," 14,073,900 ", 227 ,,,TX1200003,N,Municipal Long,District 
507230,LOLLIPOP WATER WORKS,water system,2022.0,N, 267 ," 4,469,000 ", 89 ,,,,,,,,,,," 4,469,000 ", 89 ," 663,066 ",,TX1070039,N,Municipal Long,Private/IOU
507275,LOMA ALTA WATER SYSTEM,water system,2022.0,N, 877 ," 44,862,510 ", 296 ,,," 1,092,000 ", 3 ,,,,,,," 45,954,510 ", 299 ,,,TX2540009,N,Municipal Long,Municipal
507280,GBRA LOMAS WATER CO COMAL TRACE,water system,2022.0,N, 786 ," 51,362,000 ", 262 ,,,,,,,,,,," 51,362,000 ", 262 ," 19,500 ", 13 ,TX0460208,N,Municipal Long,District 
508600,LONE PINE WSC,water system,2022.0,N, 845 ," 19,830,040 ", 331 ,,," 1,096,220 ", 3 ,,," 550,400 ", 4 ,,," 21,476,660 ", 338 ," 2,865,890 ", 10 ,TX0010021,N,Municipal Long,Water Supply Corporation
508750,CITY OF LONE STAR,water system,2022.0,N," 1,407 "," 31,474,516 ", 855 ,,," 6,405,272 ", 86 ,,,,,,," 37,879,788 ", 941 ," 11,800,000 ",,TX1720005,N,Municipal Long,Municipal
511851,LONE WILLOW MHP WEST,water system,,,,,,,,,,,,,,,,,,,,TX1010663,N,Municipal Short,Mobile Home Park
511925,LONGFORD PLACE WATER SYSTEM,water system,2022.0,N, 291 ," 3,967,080 ", 97 ,,,,,,,,,,," 3,967,080 ", 97 ,,,TX1810015,N,Municipal Long,Private/IOU
511955,LONGHORN MOBILE HOME COMMUNITY,water system,,,,,,,,,,,,,,,,,,,,TX1010587,N,Municipal Short,Mobile Home Park
512005,LONGHORN VALLEY,water system,2022.0,N, 132 ," 1,723,000 ", 44 ,,,,,,,,,,," 1,723,000 ", 44 ," 1,943,000 ",,TX1870152,N,Municipal Long,Private/IOU
512100,LOOP WSC,water system,2022.0,N, 300 ," 8,557,000 ", 119 ," 45,000 ", 1 ," 54,000 ", 3 ,,," 572,000 ", 10 ,,," 9,228,000 ", 133 ," 20,000 ", 8 ,TX0830011,N,Municipal Long,Water Supply Corporation
512400,CITY OF LORAINE,water system,2022.0,N, 600 ," 11,139,790 ", 164 ," 3,473,340 ", 33 ," 111,150 ", 5 ," 31,020 ", 1 ," 4,216,786 ", 18 ,,," 18,972,086 ", 221 ," 4,573,360 ", 11 ,TX1680002,N,Municipal Long,Municipal
512600,HILLS OF OLIVER CREEK,water system,2022.0,N, 750 ," 15,926,000 ", 250 ,,,,,,,,,,," 15,926,000 ", 250 ," 927,500 ",,TX2490046,N,Municipal Long,Private/IOU
514025,LORI HEIGHTS MOBILE HOME SUBDIVISION,water system,,,,,,,,,,,,,,,,,,,,TX1010514,N,Municipal Short,Mobile Home Park
514500,CITY OF LOS FRESNOS,water system,2022.0,N," 6,924 "," 117,607,300 "," 2,083 "," 25,965,100 ", 48 ," 43,982,400 ", 153 ,,," 15,330,800 ", 24 ,,," 202,885,600 "," 2,308 ",,,TX0310004,N,Municipal Long,Municipal
514800,CITY OF LOTT,water system,2022.0,N, 644 ," 21,424,563 ", 325 ," 1,812,205 ", 6 ," 3,424,868 ", 15 ,, 1 ," 775,000 ", 24 ," 4,011,450 ", 4 ," 31,448,086 ", 375 ,,,TX0730001,N,Municipal Long,Municipal
514898,LOUETTA NORTH PUD,water system,2022.0,N," 4,836 "," 158,006,000 "," 1,612 ",,," 6,637,000 ", 18 ,,," 1,763,000 ", 2 ," 7,081,000 ", 27 ," 173,487,000 "," 1,659 ",,,TX1011870,N,Municipal Long,District 
515600,WHARTON COUNTY WCID 1 LOUISE,water system,2022.0,N," 1,200 "," 29,111,801 ", 370 ,,," 2,879,189 ", 34 ,,,,,,," 31,990,990 ", 404 ," 10,950,459 ", 2 ,TX2410008,N,Municipal Long,District 
516400,CITY OF LOVELADY,water system,2022.0,N, 649 ," 18,590,500 ", 353 ,,," 623,200 ", 22 ," 594,400 ",," 3,089,079 ", 18 ,,," 22,897,179 ", 393 ,,,TX1130003,N,Municipal Long,Municipal
517685,ALLEYTON WATER SYSTEM,water system,2022.0,N, 201 ," 2,108,713 ", 61 ,,," 483,526 ", 4 ,,," 94,019 ", 2 ,,," 2,686,258 ", 67 ," 1,373,331 ", 8 ,TX0450087,N,Municipal Long,Authority
519000,LUBBOCK COUNTY WCID 1,water system,2022.0,N, 455 ," 3,900 ", 356 ,,,,,,,,,,," 3,900 ", 356 ," 8,000 ", 10 ,TX1520006,N,Municipal Long,District 
519215,CITY OF LUCAS,water system,2022.0,N," 8,853 "," 646,872,000 "," 2,829 ",,," 16,172,000 ", 72 ,,," 11,544,000 ", 50 ,,," 674,588,000 "," 2,951 "," 9,789,000 ", 40 ,TX0430054,N,Municipal Long,Municipal
519225,LUCE BAYOU PUD,water system,2022.0,N, 909 ," 24,973,000 ", 303 ,,," 2,708,000 ", 17 ,,,,,,," 27,681,000 ", 320 ," 7,250,000 ",,TX1010378,N,Municipal Long,District 
519245,CITY OF LUEDERS,water system,2022.0,Y, 346 ," 10,889,800 ", 168 ,,,,,,,,,,," 10,889,800 ", 168 ," 356,800 ", 6 ,TX1270007,N,Municipal Long,Municipal
519300,LUELLA SUD,water system,2022.0,N," 4,275 "," 121,239,000 "," 1,417 ",,," 100,000 ", 4 ," 100,000 ", 2 ," 120,000 ", 3 ," 500,000 ", 7 ," 122,059,000 "," 1,433 "," 3,100,000 ",,TX0910032,N,Municipal Long,Water Supply Corporation
519700,HHSC LUFKIN STATE SUPPORTED LIVING CENT,water system,,,,,,,,,,,,,,,,,,,,TX0030031,N,Municipal Short,Institutions/Facilities
520400,CITY OF LULING,water system,2022.0,N," 7,364 "," 163,239,800 "," 2,153 ",,," 90,009,200 ", 325 ,,,,,,," 253,249,000 "," 2,478 ",,,TX0280002,N,Municipal Long,Municipal
520560,LUNAR LANE WATER SYSTEM,water system,2022.0,Y, 681 ,,,,,,,,,,,,,,,,,TX2200208,N,Municipal Long,Private/IOU
520800,CITY OF LYFORD,water system,2022.0,N," 2,391 "," 43,549,863 ", 725 ," 2,728,432 ", 30 ," 7,068,631 ", 38 ,,," 182,130 ", 6 ,,," 53,529,056 ", 799 ," 50,000 ",,TX2450003,N,Municipal Long,Municipal
521000,LYONS WSC,water system,2022.0,N, 690 ," 13,293,860 ", 190 ,,," 3,082,950 ", 26 ,,," 434,470 ", 6 ," 326,010 ", 8 ," 17,137,290 ", 230 ," 4,145,610 ", 39 ,TX0260015,N,Municipal Long,Water Supply Corporation
521600,CITY OF LYTLE,water system,2022.0,N," 4,194 "," 92,767,800 "," 1,306 "," 1,177,400 ", 23 ," 39,773,500 ", 147 ,,,,,,," 133,718,700 "," 1,476 "," 13,867,050 ", 24 ,TX0070004,N,Municipal Long,Municipal
521680,MACEDONIA EYLAU MUD 1,water system,2022.0,N," 7,809 "," 232,147,679 "," 2,603 ",,,,,,,,,,," 232,147,679 "," 2,603 ",,,TX0190012,N,Municipal Long,District 
526190,HIGH PRAIRIE WATER SUPPLY CORP,water system,2022.0,N," 1,500 "," 42,085,500 ", 500 ,,,,,,,,,,," 42,085,500 ", 500 ,,,TX1570018,N,Municipal Long,Water Supply Corporation
533430,MALCOMSON ROAD UTILITY DISTRICT,water system,2022.0,N," 8,623 "," 256,859,000 "," 1,806 "," 51,802,000 ", 881 ," 83,241,000 ", 186 ,,," 834,000 ", 1 ,,," 392,736,000 "," 2,874 "," 23,319,000 ",,TX1010495,N,Municipal Long,District 
534200,CITY OF MALONE,water system,2022.0,N, 240 ," 5,129,250 ", 141 ,,," 826,660 ", 10 ,,," 46,680 ", 8 ," 31,850 ", 2 ," 6,034,440 ", 161 ,,,TX1090004,N,Municipal Long,Municipal
534260,MALOY WSC,water system,2022.0,N, 564 ," 16,698,910 ", 188 ,,," 602,480 ", 5 ,,," 1,630 ", 1 ," 952,740 ", 8 ," 18,255,760 ", 202 ,,,TX1160034,N,Municipal Long,Water Supply Corporation
535825,MANSFIELD SOUTH,water system,2022.0,Y, 195 ," 5,164,600 ", 78 ,,,,,,,,,,," 5,164,600 ", 78 ,,,TX1260066,N,Municipal Long,Private/IOU
535850,CITY OF MANVEL,water system,2022.0,N," 4,626 "," 182,411,757 "," 1,542 ",,," 13,130,807 ", 111 ,,,,," 6,033,074 ", 51 ," 201,575,638 "," 1,704 ",,,TX0200407,N,Municipal Long,Municipal
535855,MANVEL ROAD TERRACE SUBDIVISION,water system,,,,,,,,,,,,,,,,,,,,TX0200102,N,Municipal Short,Municipal
535950,MAPLE WSC,water system,2022.0,Y, 100 ," 1,601,419 ", 30 ,,," 69,490 ", 3 ,,,,,,," 1,670,909 ", 33 ,,,TX0090011,N,Municipal Long,Water Supply Corporation
536290,MARATHON WATER SUPPLY & SEWER SERVICE,water system,2022.0,N, 430 ," 14,482,000 ", 280 ,,," 8,219,100 ", 43 ,,,,,,," 22,701,100 ", 323 ," 1,164,600 ", 1 ,TX0220013,N,Municipal Long,Water Supply Corporation
536365,MARBRIDGE FOUNDATION,water system,,,,,,,,,,,,,,,,,,,,TX2270039,N,Municipal Short,Institutions/Facilities
536600,CITY OF MARFA,water system,2022.0,N," 2,500 "," 63,945,922 "," 1,425 ",,," 21,390,279 ", 186 ," 3,757,500 ", 1 ,,,,," 89,093,701 "," 1,612 "," 60,000,000 ", 50 ,TX1890001,N,Municipal Long,Municipal
537000,CITY OF MARIETTA,water system,2022.0,N, 215 ," 4,925,000 ", 103 ,,," 178,000 ", 6 ,,," 46,000 ", 3 ,,," 5,149,000 ", 112 ," 1,200,000 ", 8 ,TX0340017,N,Municipal Long,Water Supply Corporation
