Year,TWDB Seller Survey No,PWS Name,Seller County,Seller Water Type, Seller Volume Reported ,Buyer Survey No,Buyer Name,Buyer Water Type, Buyer Volume Reported ,Buyer NAICS Code, Volume Used In Net Use ,Volume Source Used In Net Use
2022,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 10,802,000 ",227500,ENTERPRISE PRODUCTS OPERATING LP-EAST STORAGE/SPLITTER III,Surface Water," 5,090,000 ",324110," 5,090,000 ",BUYER-VOLUME
2022,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 8,919,000 ",268617,ENTERPRISE PRODUCTS OPERATING LP-MONT BELVIEU COMPLEX,Groundwater," 14,313,000 ",324110," 14,313,000 ",BUYER-VOLUME
2022,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 4,643,000 ",274998,EXXON MOBIL CORPORATION-MONT BELVIEU PLASTICS PLANT,Groundwater," 4,517,000 ",325211," 4,517,000 ",BUYER-VOLUME
2022,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 113,000 ",322711,ONEOK HYDROCARBON SOUTHWEST LLC-STORAGE UNIT (MBS),Groundwater," 2,410,650 ",493190," 2,410,650 ",BUYER-VOLUME
2022,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 3,480,000 ",918450,TARGA MIDSTREAM SERVICES-(CBF) MONT BELVIEU PLANT 158,Groundwater," 1,915,500 ",486210," 1,915,500 ",BUYER-VOLUME
2022,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 1,168,000 ",918451,TARGA MIDSTREAM SERVICES-MONT BELVIEU TERMINAL,Groundwater," 2,777,500 ",424710," 2,777,500 ",BUYER-VOLUME
2022,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 4,300,000 ",1103391,POL-TEX INTERNATIONAL,N/A, -   ,325991," 4,300,000 ",SELLER-VOLUME
2022,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 1,523,000 ",1103634,ONEOK HYDROCARBON L.P-CHAMBERS COUNTY,Groundwater," 1,015,000 ",486210," 1,015,000 ",BUYER-VOLUME
2022,576200,CITY OF MONT BELVIEU,CHAMBERS,N/A, -   ,1104054,EQUISTAR CHEMICALS LP-MONT BELVIEU FACILITY,Groundwater," 92,000 ",486990," 92,000 ",BUYER-VOLUME
2023,576630,MONTGOMERY COUNTY MUD 99,MONTGOMERY,N/A," 236,570,999 ",576632,MUNICIPAL OPERATIONS & CONSULTING-MONTGOMERY COUNTY MUD 115,Groundwater," 236,571,000 ",N/A," 236,571,000 ",BUYER-VOLUME
2023,576630,MONTGOMERY COUNTY MUD 99,MONTGOMERY,N/A, -   ,719340,MUNICIPAL OPERATIONS & CONSULTING-RAYFORD ROAD MUD\IMPERIAL OAKS,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,576630,MONTGOMERY COUNTY MUD 99,MONTGOMERY,N/A, -   ,941910,MUNICIPAL OPERATIONS & CONSULTING INC-WHITE OAK ESTATES WSC,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,576630,MONTGOMERY COUNTY MUD 99,MONTGOMERY,Groundwater," 90,995,000 ",1104128,MUNICIPAL OPERATIONS & CONSULTING INC-MONTGOMERY COUNTY MUD 127,Groundwater," 90,995,000 ",N/A," 90,995,000 ",BUYER-VOLUME
2022,576630,MONTGOMERY COUNTY MUD 99,MONTGOMERY,N/A," 236,571,000 ",576632,MUNICIPAL OPERATIONS & CONSULTING-MONTGOMERY COUNTY MUD 115,Groundwater," 236,571,000 ",N/A," 236,571,000 ",BUYER-VOLUME
2022,576630,MONTGOMERY COUNTY MUD 99,MONTGOMERY,N/A, -   ,719340,MUNICIPAL OPERATIONS & CONSULTING-RAYFORD ROAD MUD\IMPERIAL OAKS,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,576630,MONTGOMERY COUNTY MUD 99,MONTGOMERY,N/A, -   ,941910,MUNICIPAL OPERATIONS & CONSULTING INC-WHITE OAK ESTATES WSC,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,576630,MONTGOMERY COUNTY MUD 99,MONTGOMERY,Groundwater," 93,577,000 ",1104128,MUNICIPAL OPERATIONS & CONSULTING INC-MONTGOMERY COUNTY MUD 127,Groundwater," 93,577,000 ",N/A," 93,577,000 ",BUYER-VOLUME
2023,576636,MONTGOMERY COUNTY UD 3,MONTGOMERY,Groundwater," 2,975,000 ",576637,MONTGOMERY COUNTY UD 4,Groundwater," 70,860,000 ",N/A," 70,860,000 ",BUYER-VOLUME
2022,576636,MONTGOMERY COUNTY UD 3,MONTGOMERY,Groundwater," 2,945,000 ",576637,MONTGOMERY COUNTY UD 4,Groundwater," 67,672,000 ",N/A," 67,672,000 ",BUYER-VOLUME
2023,576637,MONTGOMERY COUNTY UD 4,MONTGOMERY,Groundwater," 2,975,000 ",1102036,HAYS UTILITY NORTH CORPORATION-LAKE LORRAINE WS,Groundwater," 2,975,000 ",N/A," 2,975,000 ",BUYER-VOLUME
2022,576637,MONTGOMERY COUNTY UD 4,MONTGOMERY,Groundwater," 2,945,000 ",1102036,HAYS UTILITY NORTH CORPORATION-LAKE LORRAINE WS,Groundwater," 2,945,000 ",N/A," 2,945,000 ",BUYER-VOLUME
2023,576642,MONTGOMERY COUNTY MUD 15,MONTGOMERY,Groundwater," 49,713,000 ",1102617,MUNICIPAL OPERATIONS & CONSULTING INC-MONTGOMERY COUNTY MUD 95,Groundwater," 49,197,000 ",N/A," 49,197,000 ",BUYER-VOLUME
2022,576642,MONTGOMERY COUNTY MUD 15,MONTGOMERY,Groundwater," 48,392,000 ",1102617,MUNICIPAL OPERATIONS & CONSULTING INC-MONTGOMERY COUNTY MUD 95,Groundwater," 47,766,000 ",N/A," 47,766,000 ",BUYER-VOLUME
2023,576644,MONTGOMERY COUNTY MUD 19,MONTGOMERY,N/A, -   ,807025,SOUTHERN MONTGOMERY MUD,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,576644,MONTGOMERY COUNTY MUD 19,MONTGOMERY,N/A, -   ,849202,ITT C TREAT LLC,Groundwater," 551,000 ",333132," 551,000 ",BUYER-VOLUME
2022,576644,MONTGOMERY COUNTY MUD 19,MONTGOMERY,N/A, -   ,807025,SOUTHERN MONTGOMERY MUD,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,576644,MONTGOMERY COUNTY MUD 19,MONTGOMERY,N/A, -   ,849202,ITT C TREAT LLC,Groundwater," 546,000 ",333132," 546,000 ",BUYER-VOLUME
2023,576661,MONTGOMERY COUNTY MUD 56,MONTGOMERY,N/A, -   ,1106699,EDP WATER-MONTGOMERY COUNTY MUD 140,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,576661,MONTGOMERY COUNTY MUD 56,MONTGOMERY,Groundwater," 790,000 ",1106699,MONTGOMERY COUNTY MUD 140,Groundwater," 790,000 ",N/A," 790,000 ",BUYER-VOLUME
2023,576675,MONTGOMERY COUNTY MUD 83,MONTGOMERY,Groundwater," 109,406,000 ",576684,MUNICIPAL DISTRICT SERVICES-MONTGOMERY COUNTY MUD 84,Groundwater," 109,406,000 ",N/A," 109,406,000 ",BUYER-VOLUME
2023,576675,MONTGOMERY COUNTY MUD 83,MONTGOMERY,Groundwater," 11,000,000 ",1104775,MUNICIPAL DISTRICT SERVICES-MONTGOMERY COUNTY MUD 96,Groundwater," 11,000,000 ",N/A," 11,000,000 ",BUYER-VOLUME
2022,576675,MONTGOMERY COUNTY MUD 83,MONTGOMERY,Groundwater," 105,233,000 ",576684,MUNICIPAL DISTRICT SERVICES-MONTGOMERY COUNTY MUD 84,Groundwater," 105,233,000 ",N/A," 105,233,000 ",BUYER-VOLUME
2023,576694,MONTGOMERY COUNTY MUD 94,MONTGOMERY,N/A, -   ,276119,EDP WATER-MONTGOMERY COUNTY MUD 119,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,576694,MONTGOMERY COUNTY MUD 94,MONTGOMERY,N/A, -   ,276119,EDP WATER-MONTGOMERY COUNTY MUD 119,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,578600,CITY OF MORGANS POINT,HARRIS,N/A," 15,742,915 ",690625,PORT OF HOUSTON AUTHORITY,Surface Water," 26,052,000 ",488310," 26,052,000 ",BUYER-VOLUME
2023,578600,CITY OF MORGANS POINT,HARRIS,N/A, -   ,1104111,COOPER/PORTS AMERICA LLC,N/A, -   ,493190, -   ,BUYER-VOLUME
2022,578600,CITY OF MORGANS POINT,HARRIS,N/A," 17,480,760 ",690625,PORT OF HOUSTON AUTHORITY,Surface Water," 21,704,870 ",488310," 21,704,870 ",BUYER-VOLUME
2022,578600,CITY OF MORGANS POINT,HARRIS,N/A, -   ,1104111,COOPER/PORTS AMERICA LLC,N/A, -   ,493190, -   ,BUYER-VOLUME
2023,580210,MOSCOW WSC 1,POLK,N/A, -   ,146250,GEORGIA PACIFIC WOOD PRODUCTS,Groundwater," 3,719,600 ",321212," 3,719,600 ",BUYER-VOLUME
2023,580210,MOSCOW WSC 1,POLK,Groundwater," 10,500 ",1107238,LINCOLN LUMBER - POLK COUNTY,N/A, -   ,N/A," 10,500 ",SELLER-VOLUME
2022,580210,MOSCOW WSC 1,POLK,N/A, -   ,146250,GEORGIA PACIFIC WOOD PRODUCTS,Groundwater," 3,152,200 ",321212," 3,152,200 ",BUYER-VOLUME
2022,580600,CITY OF BLUE RIDGE,LAVACA,N/A, -   ,1106224,OIL PATCH GROUP,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,580600,CITY OF BLUE RIDGE,LAVACA,N/A, -   ,1106225,MANGUM OIL FIELD SERVICES,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,580600,CITY OF BLUE RIDGE,LAVACA,N/A, -   ,1106458,4 WARRIOR HYDRO,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,580600,CITY OF BLUE RIDGE,LAVACA,N/A, -   ,1106459,BERNHARD D DRILLING,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,580600,CITY OF BLUE RIDGE,LAVACA,N/A, -   ,1106460,COLLIER CONSTRUCTION,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,581500,MOUNTAIN PEAK SUD,ELLIS,Groundwater," 809,500 ",360030,"Texas Water Utilities, L.P.-SOUTHERN ACRES",Groundwater," 818,000 ",N/A," 818,000 ",BUYER-VOLUME
2023,581500,MOUNTAIN PEAK SUD,ELLIS,N/A, -   ,545400,CITY OF MAYPEARL,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,581500,MOUNTAIN PEAK SUD,ELLIS,Groundwater," 1,204,300 ",774000,SARDIS LONE ELM WSC,N/A, -   ,N/A," 1,204,300 ",SELLER-VOLUME
2023,581500,MOUNTAIN PEAK SUD,ELLIS,Groundwater," 118,199 ",853452,"Martin Marietta North Texas Cement, LLC-MIDLOTHIAN CEMENT PLANT",Groundwater," 118,200 ",327310," 118,200 ",BUYER-VOLUME
2022,581500,MOUNTAIN PEAK SUD,ELLIS,Groundwater," 688,700 ",360030,MONARCH UTILITIES LP-SOUTHERN ACRES,Groundwater," 658,000 ",N/A," 658,000 ",BUYER-VOLUME
2022,581500,MOUNTAIN PEAK SUD,ELLIS,N/A, -   ,545400,CITY OF MAYPEARL,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,581500,MOUNTAIN PEAK SUD,ELLIS,Groundwater," 1,543,600 ",774000,SARDIS LONE ELM WSC,N/A, -   ,N/A," 1,543,600 ",SELLER-VOLUME
2022,581500,MOUNTAIN PEAK SUD,ELLIS,N/A, -   ,853452,"Martin Marietta North Texas Cement, LLC-MIDLOTHIAN CEMENT PLANT",Groundwater," 266,200 ",327310," 266,200 ",BUYER-VOLUME
2023,581900,MT ENTERPRISE WSC,RUSK,Groundwater," 494,500 ",34900,ARLAM CONCORD WSC,Groundwater," 87,800 ",N/A," 494,500 ",SELLER-VOLUME
2023,581900,MT ENTERPRISE WSC,RUSK,Groundwater," 111,300 ",1103066,SPIVEY STATE COMPANY,N/A, -   ,N/A," 111,300 ",SELLER-VOLUME
2023,581900,MT ENTERPRISE WSC,RUSK,Groundwater," 4,800 ",1103067,JP SPIVEY SUPPLY,N/A, -   ,N/A," 4,800 ",SELLER-VOLUME
2022,581900,MT ENTERPRISE WSC,RUSK,Groundwater," 134,200 ",34900,ARLAM CONCORD WSC,Groundwater," 87,800 ",N/A," 134,200 ",SELLER-VOLUME
2022,581900,MT ENTERPRISE WSC,RUSK,Groundwater," 370,300 ",1103066,SPIVEY STATE COMPANY,N/A, -   ,N/A," 370,300 ",SELLER-VOLUME
2022,581900,MT ENTERPRISE WSC,RUSK,Groundwater," 6,000 ",1103067,JP SPIVEY SUPPLY,N/A, -   ,N/A," 6,000 ",SELLER-VOLUME
2023,582250,CITY OF MOUNT PLEASANT,TITUS,N/A, -   ,290611,DEKORON WIRE & CABLE,Surface Water," 323,560 ",335929," 323,560 ",BUYER-VOLUME
2023,582250,CITY OF MOUNT PLEASANT,TITUS,N/A, -   ,683038,PILGRIM PRIDE INDUSTRIES INC-MT PLEASANT,Surface Water," 143,545,839 ",311615," 143,545,839 ",BUYER-VOLUME
2023,582250,CITY OF MOUNT PLEASANT,TITUS,Surface Water," 1,117,230,050 ",683039,PILGRIM PRIDE INDUSTRIES INC-WEST PLANT,Surface Water," 564,780,961 ",311611," 564,780,961 ",BUYER-VOLUME
2023,582250,CITY OF MOUNT PLEASANT,TITUS,N/A, -   ,683040,PILGRIM PRIDE INDUSTRIES INC-EAST PLANT,Surface Water," 267,794,753 ",311615," 267,794,753 ",BUYER-VOLUME
2023,582250,CITY OF MOUNT PLEASANT,TITUS,N/A, -   ,683041,PILGRIM PRIDE INDUSTRIES INC-PROTEIN CONVERSION DIVISION,Surface Water," 169,273,480 ",311613," 169,273,480 ",BUYER-VOLUME
2023,582250,CITY OF MOUNT PLEASANT,TITUS,Surface Water," 731,284,330 ",872795,TRI SUD,Surface Water," 457,951,460 ",N/A," 457,951,460 ",BUYER-VOLUME
2023,582250,CITY OF MOUNT PLEASANT,TITUS,Surface Water," 22,437,000 ",951800,CITY OF WINFIELD,Surface Water," 22,876,557 ",N/A," 22,876,557 ",BUYER-VOLUME
2023,582250,CITY OF MOUNT PLEASANT,TITUS,Surface Water," 26,775,050 ",1101834,NEWLY WED FOODS,Surface Water," 24,291,250 ",311999," 24,291,250 ",BUYER-VOLUME
2023,582250,CITY OF MOUNT PLEASANT,TITUS,N/A, -   ,1105874,PARKER TRAILER SALES INC,Surface Water," 695,250 ",336212," 695,250 ",BUYER-VOLUME
2022,582250,CITY OF MOUNT PLEASANT,TITUS,N/A, -   ,290611,DEKORON WIRE & CABLE,Surface Water," 273,910 ",335929," 273,910 ",BUYER-VOLUME
2022,582250,CITY OF MOUNT PLEASANT,TITUS,N/A, -   ,683038,PILGRIM PRIDE INDUSTRIES INC-MT PLEASANT,Surface Water," 143,492,953 ",311615," 143,492,953 ",BUYER-VOLUME
2022,582250,CITY OF MOUNT PLEASANT,TITUS,Surface Water," 1,161,414,000 ",683039,PILGRIM PRIDE INDUSTRIES INC-WEST PLANT,Surface Water," 526,830,413 ",311611," 526,830,413 ",BUYER-VOLUME
2022,582250,CITY OF MOUNT PLEASANT,TITUS,N/A, -   ,683040,PILGRIM PRIDE INDUSTRIES INC-EAST PLANT,Surface Water," 291,196,557 ",311615," 291,196,557 ",BUYER-VOLUME
2022,582250,CITY OF MOUNT PLEASANT,TITUS,N/A, -   ,683041,PILGRIM PRIDE INDUSTRIES INC-PROTEIN CONVERSION DIVISION,Surface Water," 159,264,684 ",311613," 159,264,684 ",BUYER-VOLUME
2022,582250,CITY OF MOUNT PLEASANT,TITUS,Surface Water," 473,233,950 ",872795,TRI SUD,Surface Water," 446,481,060 ",N/A," 446,481,060 ",BUYER-VOLUME
2022,582250,CITY OF MOUNT PLEASANT,TITUS,Surface Water," 23,949,000 ",951800,CITY OF WINFIELD,Surface Water," 24,185,310 ",N/A," 24,185,310 ",BUYER-VOLUME
2022,582250,CITY OF MOUNT PLEASANT,TITUS,Surface Water," 36,853,680 ",1101834,NEWLY WED FOODS,Surface Water," 17,977,560 ",311999," 17,977,560 ",BUYER-VOLUME
2022,582250,CITY OF MOUNT PLEASANT,TITUS,N/A, -   ,1105874,PARKER TRAILER SALES INC,Surface Water," 695,250 ",336212," 695,250 ",BUYER-VOLUME
2023,582275,MOUNT HOUSTON ROAD MUD,HARRIS,N/A, -   ,293141,WATER DISTRICT MANAGEMENT COMPANY-FOREST HILLS MUD,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,582275,MOUNT HOUSTON ROAD MUD,HARRIS,N/A, -   ,370118,MUNICIPAL OPERATIONS & CONSULTING INC-HARRIS COUNTY MUD 118,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,582275,MOUNT HOUSTON ROAD MUD,HARRIS,N/A, -   ,396200,CITY OF HOUSTON-GENERAL DISTRIBUTION SYSTEM (HOUSTON) & CWA SYSTEMS,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,582275,MOUNT HOUSTON ROAD MUD,HARRIS,N/A, -   ,293141,WATER DISTRICT MANAGEMENT COMPANY-FOREST HILLS MUD,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,582275,MOUNT HOUSTON ROAD MUD,HARRIS,N/A, -   ,370118,MUNICIPAL OPERATIONS & CONSULTING INC-HARRIS COUNTY MUD 118,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,582275,MOUNT HOUSTON ROAD MUD,HARRIS,N/A, -   ,396200,CITY OF HOUSTON-GENERAL DISTRIBUTION SYSTEM (HOUSTON) & CWA SYSTEMS,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A," 5,457,000 ",31200,APPLEBY WSC,Surface Water," 5,457,000 ",N/A," 5,457,000 ",BUYER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,129760,CAL TEX LUMBER COMPANY,Groundwater," 9,490,400 ",321113," 9,490,400 ",BUYER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A," 9,361,000 ",236460,D & M WSC,N/A," 9,211,802 ",N/A," 9,211,802 ",BUYER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,250050,COCA-COLA SOUTHWEST BEVERAGES-NACOGDOCHES PRODUCTION,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,293572,FORETRAVEL INC,Groundwater," 719,300 ",336213," 719,300 ",BUYER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A," 606,195,300 ",384150,PILGRIM PRIDE INDUSTRIES INC-NACOGDOCHES PLANT,Surface Water," 591,535,003 ",311615," 591,535,003 ",BUYER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,392471,TYSON FOODS INC-NACOGDOCHES PLANT,Surface Water," 12,000,000 ",311119," 12,000,000 ",BUYER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,421015,WEST FRASER NACOGDOCHES,Groundwater," 9,356,800 ",321219," 9,356,800 ",BUYER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,438600,PARKER HANNIFIN CORPORATION,Surface Water," 7,337,600 ",339991," 7,337,600 ",BUYER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,Groundwater," 17,347,800 ",547750,COOPER POWER SYSTEMS INC,Surface Water," 18,133,042 ",335311," 18,133,042 ",BUYER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,554500,MELROSE WSC,N/A, -   ,N/A, -   ,BUYER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,577700,RR DONNELLEY,Groundwater," 1,440,653 ",323111," 1,440,653 ",BUYER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,Groundwater," 5,757,900 ",592020,NACOGDOCHES COUNTY MUD 1,Surface Water," 4,297,400 ",N/A," 5,757,900 ",SELLER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,592025,NACOGDOCHES COCA COLA,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,604150,NIBCO INC,Surface Water," 1,124,900 ",332913," 1,124,900 ",BUYER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A," 14,126,900 ",852550,TEXAS FARM PRODUCTS COMPANY,N/A, -   ,N/A," 14,126,900 ",SELLER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,953400,WODEN WSC,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,1103222,LEE CONTAINERS,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,1103226,TXI,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,1107134,ANGELINA & NECHES RIVER AUTHORITY-CENTRAL HEIGHTS UTILITIES,Surface Water," 6,852,610 ",N/A," 6,852,610 ",BUYER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A," 4,219,200 ",31200,APPLEBY WSC,Groundwater," 4,946,800 ",N/A," 4,946,800 ",BUYER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A," 10,846,100 ",129760,CAL TEX LUMBER COMPANY,Groundwater," 10,323,500 ",321113," 10,323,500 ",BUYER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A," 188,575,000 ",236460,D & M WSC,N/A," 11,762,110 ",N/A," 11,762,110 ",BUYER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,250050,COCA-COLA SOUTHWEST BEVERAGES-NACOGDOCHES PRODUCTION,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A," 510,600 ",293572,FORETRAVEL INC,Groundwater," 822,600 ",336213," 822,600 ",BUYER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A," 641,748,100 ",384150,PILGRIM PRIDE INDUSTRIES INC-NACOGDOCHES PLANT,Surface Water," 632,076,903 ",311615," 632,076,903 ",BUYER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,Surface Water," 8,057,900 ",392471,TYSON FOODS INC-NACOGDOCHES PLANT,Surface Water," 12,000,000 ",311119," 8,057,900 ",SELLER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,Groundwater," 8,662,900 ",421015,NORBORD TEXAS NACOGDOCHES OSB,Groundwater," 8,999,100 ",321219," 8,999,100 ",BUYER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,Surface Water," 7,261,500 ",438600,PARKER HANNIFIN CORPORATION,Surface Water," 7,296,000 ",339991," 7,296,000 ",BUYER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,Groundwater," 24,042,000 ",547750,COOPER POWER SYSTEMS INC,Surface Water," 18,006,100 ",335311," 18,006,100 ",BUYER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,554500,MELROSE WSC,N/A, -   ,N/A, -   ,BUYER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A," 1,170,400 ",577700,RR DONNELLEY,Groundwater," 1,014,245 ",323111," 1,014,245 ",BUYER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,Groundwater," 5,396,000 ",592020,NACOGDOCHES COUNTY MUD 1,Surface Water," 4,297,400 ",N/A," 5,396,000 ",SELLER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,592025,NACOGDOCHES COCA COLA,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A," 176,400 ",604150,NIBCO INC,Surface Water," 6,111,700 ",332913," 6,111,700 ",BUYER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A," 9,811,100 ",852550,TEXAS FARM PRODUCTS COMPANY,N/A, -   ,N/A," 9,811,100 ",SELLER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,953400,WODEN WSC,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A," 3,077,100 ",1103222,LEE CONTAINERS,N/A, -   ,N/A," 3,077,100 ",SELLER-VOLUME
2022,592000,CITY OF NACOGDOCHES,NACOGDOCHES,N/A, -   ,1103226,TXI,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,596500,NAVARRO MILLS WSC,NAVARRO,N/A, -   ,165700,COLLIN STREET BAKERY INC,Surface Water," 3,550,000 ",311812," 3,550,000 ",BUYER-VOLUME
2022,596500,NAVARRO MILLS WSC,NAVARRO,N/A, -   ,165700,COLLIN STREET BAKERY INC,Surface Water," 3,978,000 ",311812," 3,978,000 ",BUYER-VOLUME
2023,596800,CITY OF NAVASOTA,GRIMES,N/A, -   ,876810,GRANT PRIDECO INC-NAVASOTA PLANT,Groundwater," 16,987,700 ",332996," 16,987,700 ",BUYER-VOLUME
2022,596800,CITY OF NAVASOTA,GRIMES,N/A, -   ,876810,GRANT PRIDECO INC-NAVASOTA PLANT,Groundwater," 14,082,400 ",332996," 14,082,400 ",BUYER-VOLUME
2023,597050,CITY OF NEDERLAND,JEFFERSON,Surface Water," 36,227,000 ",188053,AQUA TEXAS INC-COUNTRY SIDE ESTATES,Surface Water," 30,566,600 ",N/A," 36,227,000 ",SELLER-VOLUME
2023,597050,CITY OF NEDERLAND,JEFFERSON,Surface Water," 32,444,000 ",831300,SUNOCO PARTNERS MARKETING & TERMINALS LP-ENERGY TRANSFER NEDERLAND TERMINAL,Groundwater," 33,707 ",493190," 33,707 ",BUYER-VOLUME
2023,597050,CITY OF NEDERLAND,JEFFERSON,Surface Water," 1,497,000 ",886760,PHILLIPS 66 PIPELINE LLC-BEAUMONT TERMINAL,Surface Water," 1,647,000 ",424710," 1,647,000 ",BUYER-VOLUME
2022,597050,CITY OF NEDERLAND,JEFFERSON,Surface Water," 36,451,000 ",188053,AQUA TEXAS INC-COUNTRY SIDE ESTATES,Surface Water," 30,566,600 ",N/A," 36,451,000 ",SELLER-VOLUME
2022,597050,CITY OF NEDERLAND,JEFFERSON,Surface Water," 28,183,000 ",831300,SUNOCO PARTNERS MARKETING & TERMINALS LP-ENERGY TRANSFER NEDERLAND TERMINAL,Groundwater," 27,306 ",493190," 27,306 ",BUYER-VOLUME
2022,597050,CITY OF NEDERLAND,JEFFERSON,Surface Water," 1,972,000 ",886760,PHILLIPS 66 PIPELINE LLC-BEAUMONT TERMINAL,Surface Water," 2,203,000 ",424710," 2,203,000 ",BUYER-VOLUME
2023,601000,CITY OF NEW BOSTON,BOWIE,Surface Water," 142,968,000 ",1106260,BARRY TELFORD PRISON,N/A, -   ,N/A," 142,968,000 ",SELLER-VOLUME
2022,601000,CITY OF NEW BOSTON,BOWIE,Surface Water," 142,968,000 ",1106260,BARRY TELFORD PRISON,N/A, -   ,N/A," 142,968,000 ",SELLER-VOLUME
