TWDB Survey Number,TCEQ PWS Code,PWS Name,Wholesale System?,Water Use Survey Form Type,PWS System Class
641451,TX0790323,PALMER PLANTATION MUD 2,N,Municipal Long,District 
641640,TX0310027,CITY OF PALM VALLEY,N,Municipal Long,Municipal
641653,TX1910011,PALO DURO CLUB WATER SYSTEM,N,Municipal Short,Institutions/Facilities
641670,TX1820004,PALO PINTO WSC,N,Municipal Long,Water Supply Corporation
642200,TX0900003,CITY OF PAMPA,N,Municipal Long,Municipal
642201,TX0900041,TDCJ BATEN & JORDAN UNITS,N,Municipal Short,Institutions/Facilities
647800,TX0330002,PANHANDLE MUNICIPAL WATER SYSTEM,N,Municipal Long,Municipal
650200,TX1830011,PANOLA-BETHANY WSC,N,Municipal Long,Water Supply Corporation
650230,TX1700026,CITY OF PANORAMA VILLAGE,N,Municipal Long,Municipal
650400,TX2200066,TOWN OF PANTEGO,N,Municipal Long,Municipal
650850,TX2040062,LAKE LIVINGSTON PARADISE COVE,N,Municipal Long,Water Supply Corporation
650901,TX1500008,PARADISE POINT SUBDIVISION,N,Municipal Long,Authority
651000,TX2490010,CITY OF PARADISE,N,Municipal Long,Municipal
651250,TX1390002,CITY OF PARIS,N,Municipal Long,Municipal
651500,TX1010192,PARKLAND ESTATES,N,Municipal Long,Private/IOU
651601,TX1330127,PARK PLACE SUBDIVISION,N,Municipal Long,Private/IOU
651745,TX0570097,PARKERVILLE EAST MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
651750,TX1260021,PARKER WSC,N,Municipal Long,Water Supply Corporation
651755,TX1840001,CITY OF ALEDO,N,Municipal Long,Municipal
651785,TX1810127,PARKVIEW WATER SUPPLY,N,Municipal Long,Private/IOU
651805,TX1010750,PARKWAY UTILITY DISTRICT,N,Municipal Long,District 
651825,TX1840025,PARKER COUNTY SUD GROUND WATER,N,Municipal Long,District 
651900,TX1010293,CITY OF PASADENA,N,Municipal Long,Municipal
652057,TX1550134,PATRICK WSC,N,Municipal Long,Water Supply Corporation
652060,TX2370005,PATTISON WSC,N,Municipal Long,Water Supply Corporation
652110,TX1390011,PATTONVILLE WSC,N,Municipal Long,Water Supply Corporation
652130,TX2100012,PAXTON WSC,N,Municipal Long,Water Supply Corporation
652165,TX1070119,PAYNE SPRINGS WSC,N,Municipal Long,Water Supply Corporation
652173,TX2040024,PB & SC WATER SUPPLY CORPORATION,N,Municipal Long,Water Supply Corporation
652176,TX1260067,PEACEFUL MEADOWS SUBDIVISION,N,Municipal Long,Private/IOU
652178,TX1010651,PEAKES PARK,N,Municipal Short,Mobile Home Park
652600,TX0200008,CITY OF PEARLAND,N,Municipal Long,Municipal
653265,TX1460007,LAKE LIVINGSTON BIG THICKET LAKE 2,N,Municipal Long,Water Supply Corporation
653400,TX0820002,CITY OF PEARSALL,N,Municipal Long,Municipal
653855,TX2260057,CONCHO RURAL WATER PECAN CREEK,N,Municipal Short,Mobile Home Park
653867,TX1650024,PECAN GROVE MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
653868,TX1520039,PEACEFUL LANE VILLAGE,N,Municipal Short,Mobile Home Park
653870,TX0430045,CITY OF PARKER,N,Municipal Long,Municipal
653925,TX1500043,PECAN UTILITIES OAK RIDGE SUBDIVISION,N,Municipal Long,Private/IOU
654200,TX1950001,CITY OF PECOS,N,Municipal Long,Municipal
654310,TX1860029,PECOS COUNTY FRESH WATER,N,Municipal Long,Private/IOU
654315,TX1860026,PECOS COUNTY WCID 1,N,Municipal Long,District 
654450,TX2200164,CITY OF PELICAN BAY,N,Municipal Long,Municipal
654500,TX0140033,PENDLETON WSC,N,Municipal Long,Water Supply Corporation
655500,TX2280009,PENNINGTON WSC,N,Municipal Long,Water Supply Corporation
656550,TX1090026,PENELOPE WSC,N,Municipal Long,Water Supply Corporation
656600,TX1190005,PERRIN WATER SYSTEM,N,Municipal Long,Private/IOU
657400,TX1790001,PERRYTON MUNICIPAL WATER SYSTEM,N,Municipal Long,Municipal
658200,TX0950003,CITY OF PETERSBURG,N,Municipal Long,Municipal
658205,TX1460086,PETERSON PLACE SUBDIVISION WATER SYSTEM,N,Municipal Long,Private/IOU
658250,TX0390002,CITY OF PETROLIA,N,Municipal Long,Municipal
659000,TX0130013,PETTUS MUD,N,Municipal Long,Municipal
659200,TX1390012,PETTY WSC,N,Municipal Long,Water Supply Corporation
659800,TX2270014,CITY OF PFLUGERVILLE,N,Municipal Long,Municipal
663800,TX1080009,CITY OF PHARR,N,Municipal Long,Municipal
664400,TX2360009,PHELPS SUD,N,Municipal Long,District 
683002,TX1070211,PHOENIX WATER WORKS,N,Municipal Long,Private/IOU
683025,TX0720027,PIGEON ROAD ESTATES,N,Municipal Long,Private/IOU
683070,TX1120018,PICKTON WSC,N,Municipal Long,Water Supply Corporation
683123,TX1700482,PINEDALE MOBILE HOME COMMUNITY,N,Municipal Short,Mobile Home Park
683130,TX0610005,CITY OF PILOT POINT,N,Municipal Long,Municipal
683132,TX0610189,PILOT POINT RURAL WATER SUPPLY,N,Municipal Long,Private/IOU
683135,TX0200419,PINE COLONY MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
683136,TX1010826,PIN OAK MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
683158,TX1580023,PINE HARBOR SUBDIVISION,N,Municipal Long,Private/IOU
683160,TX2010007,PINE HILL-CHAPMAN WSC,N,Municipal Long,Water Supply Corporation
683161,TX1700382,PINE LAKE SUBDIVISION NORTH WSC,N,Municipal Long,Water Supply Corporation
683167,TX1010751,PINE OAK FOREST WATER,N,Municipal Long,Private/IOU
683170,TX2020002,CITY OF PINELAND,N,Municipal Long,Municipal
683180,TX1810009,CITY OF PINEHURST,N,Municipal Long,Municipal
683181,TX1700507,PINEHURST DECKER PRAIRIE WSC,N,Municipal Long,Water Supply Corporation
683182,TX2360022,WALKER COUNTY SUD A,N,Municipal Long,Water Supply Corporation
683183,TX2120019,PINE RIDGE WSC SOUTH,N,Municipal Long,Water Supply Corporation
683185,TX1010535,PINE TRAILS UTILITY,N,Municipal Long,Private/IOU
683188,TX1012154,PINEWOOD PLACE MOBILE HOME COMMUNITY,N,Municipal Long,Private/IOU
683200,TX0910034,PINK HILL WSC,N,Municipal Long,Water Supply Corporation
683201,TX1870072,LAKE LIVINGSTON ESTATES 1,N,Municipal Long,Water Supply Corporation
683206,TX1870073,LAKE LIVINGSTON ESTATES 2 & 3,N,Municipal Long,Water Supply Corporation
683207,TX1460016,OLD SNAKE RIVER ESTATES EAST,N,Municipal Long,Water Supply Corporation
683210,TX1870123,LAKE LIVINGSTON GOODRICH NORTH,N,Municipal Long,Water Supply Corporation
683211,TX1870029,LAKE LIVINGSTON KICKAPOO ESTATES,N,Municipal Long,Water Supply Corporation
683212,TX1460025,BIG THICKET LAKE ESTATES 1,N,Municipal Long,Water Supply Corporation
683213,TX2360014,RIVERSIDE HARBOR,N,Municipal Long,Water Supply Corporation
683215,TX1870136,LAKE LIVINGSTON COUNTRY SUNRISE,N,Municipal Long,Water Supply Corporation
683219,TX1870045,LAKE LIVINGSTON PUTNAMS LANDING,N,Municipal Long,Water Supply Corporation
683220,TX2040034,LAKE LIVINGSTON FLOWING WELLS,N,Municipal Long,Water Supply Corporation
683221,TX1870028,LAKE LIVINGSTON SANDY RIDGE WATER,N,Municipal Long,Water Supply Corporation
683225,TX1870078,LAKE LIVINGSTON SPORTSMANS RETREAT,N,Municipal Long,Water Supply Corporation
683227,TX1870047,LAKE LIVINGSTON WIGGINS VILLAGE 1,N,Municipal Long,Water Supply Corporation
683228,TX1870046,LAKE LIVINGSTON WIGGINS VILLAGE 2,N,Municipal Long,Water Supply Corporation
683230,TX1870141,LAKE LIVINGSTON BEECH CREEK VILLAGE,N,Municipal Long,Water Supply Corporation
683232,TX1460011,LAKE LIVINGSTON HORSESHOE LAKE ESTATES,N,Municipal Long,Water Supply Corporation
683235,TX1000053,BIG THICKET RETREAT,N,Municipal Long,Water Supply Corporation
683236,TX2040026,LAKE LIVINGSTON COZY FOREST,N,Municipal Long,Water Supply Corporation
683237,TX1870040,LAKE LIVINGSTON INDIAN SPRINGS LAKE,N,Municipal Long,Water Supply Corporation
683238,TX1870067,LAKE LIVINGSTON WILD COUNTRY LAKE ESTATE,N,Municipal Long,Water Supply Corporation
683239,TX2040009,LAKE LIVINGSTON LAKE RUN A MUCK,N,Municipal Long,Water Supply Corporation
683242,TX2040011,LAKE LIVINGSTON HOLIDAY SHORES 4,N,Municipal Long,Water Supply Corporation
683243,TX1460027,LAKE LIVINGSTON HOOP N HOLLER,N,Municipal Long,Water Supply Corporation
683247,TX2040006,LAKE LIVINGSTON HOLIDAY SHORES 1 2 3,N,Municipal Long,Water Supply Corporation
683248,TX1460036,LAKE LIVINGSTON NEW RIVER LAKE ESTATES,N,Municipal Long,Water Supply Corporation
683249,TX1870051,LAKE LIVINGSTON WILSON LAKE ESTATES,N,Municipal Long,Water Supply Corporation
683250,TX2040025,LAKE LIVINGSTON TEJAS,N,Municipal Long,Water Supply Corporation
683256,TX2040013,LAKE LIVINGSTON NORTHWOODS,N,Municipal Long,Water Supply Corporation
683257,TX2040056,LAKE LIVINGSTON WILD BIRD COUNTRY WATER,N,Municipal Long,Water Supply Corporation
683258,TX2120035,PINE TRAIL SHORES,N,Municipal Long,Private/IOU
683262,TX1010901,PINE VILLAGE PUD,N,Municipal Long,District 
683263,TX0800012,CYPRESS SPRINGS SUD PINE VALLEY,N,Municipal Long,District 
683370,TX0490020,PIONEER VALLEY WATER,N,Municipal Long,Private/IOU
683390,TX1870130,PINWAH PINES ESTATES,N,Municipal Long,Private/IOU
683450,TX0320001,CITY OF PITTSBURG,N,Municipal Long,Municipal
683650,TX2350006,VICTORIA COUNTY WCID 2,N,Municipal Long,District 
683800,TX2510002,CITY OF PLAINS,N,Municipal Long,Municipal
684550,TX1170007,PANHANDLE UTILITY,N,Municipal Long,Municipal
684600,TX0950004,PLAINVIEW MUNICIPAL WATER SYSTEM,N,Municipal Long,Municipal
685400,TX0430007,CITY OF PLANO,N,Municipal Long,Municipal
685910,TX0790112,PLANTATION MUD,N,Municipal Long,District 
685915,TX0360096,PLANTATION ON COTTON BAYOU,N,Municipal Long,Private/IOU
686450,TX1300035,PLATTEN CREEK WATER SYSTEM,N,Municipal Long,Private/IOU
686600,TX0810015,PLEASANT GROVE WSC,N,Municipal Long,Water Supply Corporation
686800,TX2010030,PLEASANT HILL WSC,N,Municipal Long,Water Supply Corporation
686810,TX1120003,PLEASANT HILL WSC 2,N,Municipal Long,Water Supply Corporation
686812,TX0950059,LOMA ALTA WSC,N,Municipal Long,Private/IOU
686855,TX0490041,PLEASANT RIDGE ADDITION,N,Municipal Long,Private/IOU
686900,TX0010026,PLEASANT SPRINGS WSC,N,Municipal Long,Water Supply Corporation
686945,TX2430012,TOWN OF PLEASANT VALLEY,N,Municipal Long,Municipal
687000,TX0070003,CITY OF PLEASANTON,N,Municipal Long,Municipal
688200,TX1290022,POETRY WSC,N,Municipal Long,Water Supply Corporation
688500,TX1700060,POINT AQUARIUS MUD,N,Municipal Long,District 
688600,TX0290001,CITY OF POINT COMFORT,N,Municipal Long,Municipal
688650,TX1470010,POINT ENTERPRISE WSC,N,Municipal Long,Water Supply Corporation
688850,TX1070151,POINT ROYAL WSC,N,Municipal Long,Private/IOU
688857,TX1900004,CITY OF POINT,N,Municipal Long,Municipal
688865,TX1011714,WESTERN PINES MHP,N,Municipal Short,Mobile Home Park
688875,TX0280005,POLONIA WSC,N,Municipal Long,Water Supply Corporation
688885,TX0030094,POLLOK-REDTOWN WSC,N,Municipal Long,Water Supply Corporation
689400,TX0610039,TOWN OF PONDER,N,Municipal Long,Municipal
689410,TX0610201,PONDER ACRES WATER SYSTEM,N,Municipal Long,Private/IOU
689450,TX0610175,PONDEROSA ADDITION UTILITIES,N,Municipal Long,Private/IOU
689500,TX1010384,PONDEROSA FOREST UTILITY DISTRICT,N,Municipal Long,District 
690165,TX2280031,PORT ADVENTURE,N,Municipal Long,Private/IOU
690176,TX0290027,PORT ALTO HOA DISTRICT 1,N,Municipal Short,Water Supply Corporation
690177,TX0290028,PORT ALTO WSC,N,Municipal Short,Water Supply Corporation
690200,TX1780006,NUECES COUNTY WCID 4,N,Municipal Long,District 
690350,TX1230009,CITY OF PORT ARTHUR,N,Municipal Long,Municipal
690431,TX0290065,PORT OCONNOR IMPROVEMENT DISTRICT,N,Municipal Long,District 
690500,TX1700068,PORTER SUD,N,Municipal Long,Water Supply Corporation
690750,TX2050005,CITY OF PORTLAND,N,Municipal Long,Municipal
691000,TX0290002,CITY OF PORT LAVACA,N,Municipal Long,Municipal
691200,TX2450004,PORT MANSFIELD PUD,N,Municipal Long,District 
691750,TX1230010,CITY OF PORT NECHES,N,Municipal Long,Municipal
691901,TX1820076,POSSUM KINGDOM WSC,N,Municipal Long,Water Supply Corporation
692600,TX0850001,CITY OF POST,N,Municipal Long,Municipal
692700,TX1090030,POST OAK SUD,N,Municipal Long,District 
692800,TX1010631,POSTWOOD MUD,N,Municipal Long,District 
694200,TX0070005,CITY OF POTEET,N,Municipal Long,Municipal
694220,TX0640022,CARRIZO HILL WSC,N,Municipal Long,Water Supply Corporation
695000,TX2470002,CITY OF POTH,N,Municipal Long,Municipal
695250,TX2210008,POTOSI WSC,N,Municipal Long,Water Supply Corporation
695300,TX0910004,CITY OF POTTSBORO,N,Municipal Long,Municipal
695850,TX1070234,POYNOR COMMUNITY WSC,N,Municipal Long,Water Supply Corporation
696800,TX0030027,PRAIRIE GROVE,N,Municipal Long,Water Supply Corporation
697000,TX1470011,PRAIRIE HILL WSC,N,Municipal Long,Water Supply Corporation
697350,TX2370029,CITY OF PRAIRIE VIEW,N,Municipal Long,Municipal
697400,TX2370002,PRAIRIE VIEW A&M UNIVERSITY,N,Municipal Short,Institutions/Facilities
698500,TX1890002,CITY OF PRESIDIO,N,Municipal Long,Municipal
699000,TX1250003,CITY OF PREMONT,N,Municipal Long,Municipal
699915,TX1010467,PRESTONWOOD FOREST UTILITY DISTRICT,N,Municipal Long,District 
700550,TX2010031,PRICE WSC,N,Municipal Long,Water Supply Corporation
700600,TX1670002,PRIDDY WSC,N,Municipal Long,Water Supply Corporation
700680,TX0310094,CITY OF PRIMERA,N,Municipal Long,Municipal
701400,TX0430008,CITY OF PRINCETON,N,Municipal Long,Municipal
702650,TX2300012,PRITCHETT WATER SUPPLY CORPORATION,N,Municipal Long,Water Supply Corporation
703000,TX0430009,TOWN OF PROSPER,N,Municipal Long,Municipal
703235,TX1013036,PROVENCE WATER SYSTEM,N,Municipal Long,Private/IOU
703250,TX1870010,PROVIDENCE WSC,N,Municipal Long,Water Supply Corporation
703270,TX2340015,PRUITT SANDFLAT WSC,N,Municipal Long,Water Supply Corporation
703275,TX1011302,HEATHERGATE ESTATES,N,Municipal Long,Private/IOU
703290,TX1750018,PURDON WATER,N,Municipal Long,Private/IOU
703470,TX1550039,PURE WSC,N,Municipal Long,Water Supply Corporation
703800,TX2380005,CITY OF PYOTE,N,Municipal Long,Municipal
707070,TX2410010,PYSSENS LIVE OAK ESTATES SUBDIVISION,N,Municipal Long,Private/IOU
707494,TX0270078,QUAIL CREEK SUBDIVISION,N,Municipal Long,Authority
707497,TX0710102,QUAIL RUN MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
707498,TX1000030,QUAIL VALLEY ESTATES MOBILE HOMES,N,Municipal Short,Mobile Home Park
707550,TX0790028,QUAIL VALLEY UTILITY DISTRICT,N,Municipal Long,District 
708650,TX1700185,RIVER CLUB WATER,N,Municipal Long,Private/IOU
708800,TX0990002,CITY OF QUANAH,N,Municipal Long,Municipal
709600,TX0340018,CITY OF QUEEN CITY,N,Municipal Long,Municipal
709900,TX1080221,QUIET VILLAGE II,N,Municipal Long,Private/IOU
710400,TX1160007,CITY OF QUINLAN,N,Municipal Long,Municipal
710401,TX1160091,4 R RANCH WATER 2,N,Municipal Long,Municipal
710500,TX0200510,TOWN OF QUINTANA,N,Municipal Long,Municipal
711200,TX0230002,CITY OF QUITAQUE,N,Municipal Long,Municipal
712000,TX2500003,CITY OF QUITMAN,N,Municipal Long,Municipal
712050,TX0200573,J M P UTILITIES,N,Municipal Long,Private/IOU
717330,TX1050075,RADIANCE WSC,N,Municipal Long,Water Supply Corporation
717772,TX0200390,RAINTREE ESTATES,N,Municipal Short,Mobile Home Park
717800,TX0540003,CITY OF RALLS,N,Municipal Long,Municipal
718000,TX1010196,RALSTON ACRES WATER SUPPLY CORPORATION,N,Municipal Short,Private/IOU
718055,TX0210006,RAMBLEWOOD MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
718057,TX1011528,RAMBLEWOOD UTILITY & WSC,N,Municipal Long,Water Supply Corporation
718100,TX2500018,RAMEY WSC,N,Municipal Long,Water Supply Corporation
718405,TX0100062,RANCH HILLS WATER SUPPLY CORPORATION,N,Municipal Long,Water Supply Corporation
718410,TX2270282,BARTON CREEK LAKESIDE,N,Municipal Long,Private/IOU
718426,TX1000070,CITY OF KOUNTZE- RANCHLAND,N,Municipal Long,Private/IOU
718433,TX2200291,RANCH OAKS SUBDIVISION,N,Municipal Long,Private/IOU
718434,TX0160030,ROCKIN J RANCH SUBDIVISION,N,Municipal Long,Private/IOU
718435,TX1260078,RANCHO VILLA SUBDIVISION,N,Municipal Long,Private/IOU
718445,TX1110114,LGRVR WSC,N,Municipal Long,Mobile Home Park
718550,TX0740027,RANDOLPH WSC,N,Municipal Long,Water Supply Corporation
718560,TX0670004,CITY OF RANGER,N,Municipal Long,Municipal
718570,TX1300033,KENDALL WEST UTILITY,N,Municipal Long,Municipal
718590,TX2310002,CITY OF RANKIN,N,Municipal Long,Municipal
718595,TX1012354,RANKIN ROAD WEST MUD,N,Municipal Long,District 
719050,TX1130020,RATCLIFF WSC,N,Municipal Long,Water Supply Corporation
719100,TX0740036,RAVENNA NUNNELEE WSC,N,Municipal Long,Water Supply Corporation
719170,TX1210014,RAYBURN COUNTRY MUD,N,Municipal Long,District 
719340,TX1700334,RAYFORD ROAD MUD,N,Municipal Long,District 
719350,TX0030010,RAYLAKE WSC,N,Municipal Long,Private/IOU
719400,TX2450001,CITY OF RAYMONDVILLE,N,Municipal Long,Municipal
720200,TX1460041,RAYWOOD WATER SYSTEM,N,Municipal Long,Private/IOU
720250,TX1460006,RAYWOOD WSC,N,Municipal Long,Water Supply Corporation
720575,TX1990012,R C H WSC,N,Municipal Long,Water Supply Corporation
720800,TX0660014,DUVAL COUNTY CRD REALITOS,N,Municipal Long,District 
721000,TX0700031,CITY OF RED OAK,N,Municipal Long,Municipal
721002,TX1700609,RED OAK RANCH WATER SYSTEM,N,Municipal Long,Private/IOU
721003,TX1890012,REDFORD WATER SUPPLY,N,Municipal Long,Water Supply Corporation
721100,TX0030028,REDLAND WSC,N,Municipal Long,Water Supply Corporation
721154,TX0960001,RRA ESTELLINE TURKEY,N,Municipal Long,Authority
721156,TX1380006,RRA TRUSCOTT GILLILAND WATER SYSTEM,N,Municipal Long,Authority
721158,TX1350001,RRA GUTHRIE DUMONT WATER SYSTEM,N,Municipal Long,Authority
721160,TX0380012,RRA KIRKLAND LAZARE WS,N,Municipal Long,Authority
721162,TX2440008,RRA LOCKETT WATER SYSTEM,N,Municipal Long,Authority
721164,TX1690005,RRA RINGGOLD,N,Municipal Long,Authority
721166,TX0440016,RRA SAMNORWOOD WATER SYSTEM,N,Municipal Long,Authority
721168,TX2440007,RRA FARMERS VALLEY WATER SYSTEM,N,Municipal Long,Authority
721171,TX0390021,RRA ARROWHEAD LAKE LOTS,N,Municipal Long,Authority
721172,TX0380013,RRA TELL CEE VEE WS,N,Municipal Long,Authority
721173,TX0380014,RRA NORTHEAST CHILDRESS,N,Municipal Long,Authority
721174,TX0380015,RRA CAREY NORTHFIELD WS,N,Municipal Long,Authority
721175,TX0380017,RRA GARDEN VALLEY WS,N,Municipal Long,Authority
721176,TX0380019,RRA SAIED WS,N,Municipal Long,Authority
721177,TX0650014,RRA GREENBELT LAKE LOTS,N,Municipal Long,Authority
721178,TX0780014,RRA FOARD COUNTY WATER SYSTEM,N,Municipal Long,Authority
721179,TX1940008,RED RIVER COUNTY WSC,N,Municipal Long,Water Supply Corporation
721182,TX0910037,RRA PRESTON SHORES WATER SYSTEM,N,Municipal Long,Authority
721183,TX0960016,RRA NEWLIN WATER SYSTEM,N,Municipal Long,Authority
721185,TX0960019,RRA CLUB LAKE WATER SYSTEM,N,Municipal Long,Authority
721189,TX0990013,RRA MEDICINE MOUND WATER SYSTEM,N,Municipal Long,Authority
721190,TX0990004,RRA NORTHEAST QUANAH WATER SYSTEM,N,Municipal Long,Authority
721191,TX0990003,RRA NEW GOODLETT WATER SYSTEM,N,Municipal Long,Authority
721192,TX0990044,RRA SOUTHWEST QUANAH WATER SYSTEM,N,Municipal Long,Authority
721194,TX2440006,RRA BOX COMMUNITY WATER SYSTEM,N,Municipal Long,Authority
721195,TX2440005,RRA HINDS WILDCAT WATER SYSTEM,N,Municipal Long,Authority
721196,TX0440018,RRA DODSON WATER SYSTEM,N,Municipal Long,Authority
721197,TX0650004,RRA HOWARDWICK,N,Municipal Long,Authority
721198,TX0990012,RRA GOODLETT WATER SYSTEM,N,Municipal Long,Authority
721200,TX0190008,CITY OF REDWATER,N,Municipal Long,Municipal
721300,TX1010307,REDWOOD ESTATES MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
721340,TX1010945,REED ESTATES WATER SYSTEM,N,Municipal Long,Private/IOU
722600,TX1960001,CITY OF REFUGIO,N,Municipal Long,Municipal
722618,TX1830012,REHOBETH WSC,N,Municipal Long,Water Supply Corporation
722624,TX1010872,REID ROAD MUD 1,N,Municipal Long,District 
722626,TX1011928,REID ROAD MUD 2,N,Municipal Long,District 
722660,TX0370039,CITY OF REKLAW,N,Municipal Long,Municipal
722704,TX1013074,REMINGTON MUD 1,N,Municipal Long,District 
722705,TX1840047,REMUDA RANCH ESTATES,N,Municipal Long,Private/IOU
722725,TX1010578,RENES WATER SYSTEM,N,Municipal Long,Private/IOU
722728,TX1011834,RENN ROAD MUD,N,Municipal Long,District 
722750,TX1390013,CITY OF RENO,N,Municipal Long,Municipal
722751,TX1840049,CITY OF RENO,N,Municipal Long,Municipal
723195,TX1870018,R C WSC,N,Municipal Long,Water Supply Corporation
723400,TX2490007,CITY OF RHOME,N,Municipal Long,Municipal
723500,TX1370006,RICARDO WSC,N,Municipal Long,Water Supply Corporation
723900,TX1010908,RICE UNIVERSITY,N,Municipal Short,Institutions/Facilities
723950,TX1750019,RICE WSC,N,Municipal Long,Water Supply Corporation
723965,TX1012227,RICEWOOD MUD,N,Municipal Long,District 
724200,TX0570015,CITY OF RICHARDSON,N,Municipal Long,Municipal
725200,TX0930015,RICHARDS WATER SYSTEM,N,Municipal Long,Private/IOU
725425,TX1011929,RICHEY ROAD MUD,N,Municipal Long,District 
725500,TX1750020,CITY OF RICHLAND,N,Municipal Long,Municipal
725800,TX2200022,CITY OF RICHLAND HILLS,N,Municipal Long,Municipal
726600,TX2060002,CITY OF RICHLAND SPRINGS,N,Municipal Long,Municipal
726650,TX2060012,RICHLAND SUD,N,Municipal Long,Water Supply Corporation
727400,TX0790023,CITY OF RICHMOND,N,Municipal Long,Municipal
728095,TX0200035,CITY OF RICHWOOD,N,Municipal Long,Municipal
728110,TX1830019,RIDERVILLE WSC,N,Municipal Long,Water Supply Corporation
728127,TX0270081,RIDGE HARBOR,N,Municipal Long,Authority
728200,TX1550040,CITY OF RIESEL,N,Municipal Long,Municipal
728217,TX2370071,RILEY ROAD ESTATES WS,N,Municipal Short,Private/IOU
728220,TX2130021,SQUAW CREEK SUBDIVISION WATER SYSTEM,N,Municipal Long,Private/IOU
