Year,TWDB Survey No,PWS Name,TWDB Estimated?, Population Served , Single Family Volumes , Single Family Connections , Multi-Family Volumes , Multi-Family Connections , Commercial Volume , Commercial Connections , Industrial Volumes , Industrial Connections , Institutional Volume , Institutional Connections , Agricultural Volumes , Agricultural Connections , Total Metered Volume , Total Metered Connections , Total Un-metered Volume , Total Un-metered Connections 
2022,388400,HIGGINS MUNICIPAL WATER SYSTEM,N, 345 ," 12,952,000 ", 208 ,,," 724,000 ", 24 ,,,,,,," 13,676,000 ", 232 ," 7,501,000 ", 5 
2023,388400,HIGGINS MUNICIPAL WATER SYSTEM,N, 328 ," 11,392,000 ", 198 ," 48,000 ", 7 ," 529,000 ", 17 ,,," 184,000 ", 8 ," 349,000 ", 13 ," 12,502,000 ", 243 ," 4,236,000 ", 5 
2022,388600,HIGH SIERRA WATER SYSTEM,N, 150 ," 4,687,000 ", 50 ,,,,,,,,,,," 4,687,000 ", 50 ," 30,000 ", 3 
2023,388600,HIGH SIERRA WATER SYSTEM,N, 204 ," 5,558,000 ", 68 ,,,,,,,,,,," 5,558,000 ", 68 ," 9,000 ", 3 
2022,389210,HIGH GABRIEL WSC,N, 450 ," 22,724,200 ", 165 ,,,,,,,,,,," 22,724,200 ", 165 ,,
2023,389210,HIGH GABRIEL WSC,N, 450 ," 17,237,000 ", 167 ,,,,,,,,,,," 17,237,000 ", 167 ,,
2022,389221,HIGH POINT WATER CO,Y, 168 ," 2,908,200 ", 56 ,,,,,,,,,,," 2,908,200 ", 56 ,,
2023,389221,HIGH POINT WATER CO,Y, 168 ," 2,908,200 ", 56 ,,,,,,,,,,," 2,908,200 ", 56 ,,
2022,389239,HIGHLAND MEADOWS WATER SYSTEM,Y, 222 ,,,,,,,,,,,,,,,,
2023,389239,HIGHLAND MEADOWS WATER SYSTEM,Y, 222 ,,,,,,,,,,,,,,,,
2022,389241,TOWN OF HIGHLAND PARK,N," 8,959 "," 833,617,000 "," 3,065 "," 34,259,000 ", 540 ," 133,016,000 ", 93 ,,," 65,799,000 ", 10 ,," 2,450 "," 1,066,691,000 "," 6,158 "," 1,713,212 ",
2023,389241,TOWN OF HIGHLAND PARK,N," 8,959 "," 884,302,000 "," 3,073 "," 33,043,000 ", 544 ," 68,586,000 ", 90 ,,," 76,630,000 ", 10 ,," 2,469 "," 1,062,561,000 "," 6,186 "," 5,478,200 ",
2022,389242,ECHO VALLEY WSC,N, 69 ," 1,921,370 ", 23 ,,,,,,,,,,," 1,921,370 ", 23 ,,
2023,389242,ECHO VALLEY WSC,N, 69 ," 1,473,360 ", 23 ,,,,,,,,,,," 1,473,360 ", 23 ,,
2022,389243,HIGHLAND PARK WSC,N, 380 ," 17,429,700 ", 183 ,,,,,,,,,,," 17,429,700 ", 183 ," 3,845,900 ", 1 
2023,389243,HIGHLAND PARK WSC,N, 380 ," 16,401,411 ", 183 ,,,,,,,,,,," 16,401,411 ", 183 ," 3,293,900 ", 1 
2022,389244,CITY OF HUDSON OAKS DYEGARD,N, 597 ," 27,056,200 ", 199 ,,,,,,,,,,," 27,056,200 ", 199 ," 86,250 ", 1 
2023,389244,CITY OF HUDSON OAKS DYEGARD,N, 603 ," 27,906,900 ", 201 ,,,,,,,,,,," 27,906,900 ", 201 ," 39,250 ", 1 
2022,389245,CITY OF HIGHLAND HAVEN WATER SYSTEM,N, 853 ," 20,258,600 ", 437 ,,,,,,," 4,846,900 ", 1 ,,," 25,105,500 ", 438 ,,
2023,389245,CITY OF HIGHLAND HAVEN WATER SYSTEM,N, 789 ," 15,407,300 ", 407 ,,,,,,," 2,615,400 ", 1 ,,," 18,022,700 ", 408 ," 1,930,400 ",
2022,389246,HIGHLAND WSC,N, 432 ," 20,005,250 ", 144 ,,,,,,,,,,," 20,005,250 ", 144 ,,
2023,389246,HIGHLAND WSC,N, 438 ," 21,569,460 ", 146 ,,,,,,,,,,," 21,569,460 ", 146 ,,
2022,389254,MESA GRANDE WSC,Y, 347 ," 6,558,361 ", 137 ,,," 234,000 ", 2 ,,,,,,," 6,792,361 ", 139 ,,
2023,389254,MESA GRANDE WSC,N, 347 ," 5,700,120 ", 137 ,,," 87,520 ", 2 ,,,,,,," 5,787,640 ", 139 ," 5,000 ", 1 
2022,389256,M&L WSC,N, 510 ," 17,902,920 ", 170 ,,,,,,,,,,," 17,902,920 ", 170 ,,
2023,389256,M&L WSC,N, 513 ," 17,067,050 ", 171 ,,,,,,,,,,," 17,067,050 ", 171 ,,
2022,389261,WILLOW WOOD ADDITION MEADOW VISTA,Y, 402 ," 6,764,300 ", 134 ,,,,,,,,,,," 6,764,300 ", 134 ,,
2023,389261,WILLOW WOOD ADDITION MEADOW VISTA,Y, 402 ," 6,764,300 ", 134 ,,,,,,,,,,," 6,764,300 ", 134 ,,
2022,389277,CITY OF HIGHLAND VILLAGE,N," 16,500 "," 903,052,300 "," 5,358 "," 3,111,400 ", 4 ," 50,925,500 ", 127 ," 324,600 ", 4 ," 6,700,800 ", 31 ," 104,285,200 ", 205 ," 1,068,399,800 "," 5,729 "," 23,636,741 ", 93 
2023,389277,CITY OF HIGHLAND VILLAGE,N," 16,500 "," 955,758,800 "," 5,368 "," 3,001,300 ", 4 ," 52,688,000 ", 127 ," 239,600 ", 7 ," 6,817,100 ", 30 ," 105,177,400 ", 203 ," 1,123,682,200 "," 5,739 "," 38,563,154 ", 93 
2022,389283,HIGH POINT WATER SUPPLY CORPORATION,N," 16,185 "," 428,463,330 "," 3,991 "," 54,682,143 "," 1,384 "," 20,895,240 ", 100 ," 19,843,500 ", 33 ," 21,438,958 ", 40 ," 5,086,790 ", 20 ," 550,409,961 "," 5,568 "," 1,007,300 ",
2023,389283,HIGH POINT WATER SUPPLY CORPORATION,N," 19,176 "," 483,090,740 "," 5,008 "," 52,396,216 "," 1,384 "," 7,788,242 ", 82 ," 54,669,968 ", 87 ," 17,437,301 ", 44 ," 5,172,860 ", 20 ," 620,555,327 "," 6,625 "," 1,148,400 ",
2022,389285,HIGHSAW,N," 1,875 "," 24,821,000 ", 607 ,,," 2,293,000 ", 17 ,,," 21,000 ", 1 ,,," 27,135,000 ", 625 ," 7,569,000 ",
2023,389285,HIGHSAW,N," 1,773 "," 24,782,000 ", 609 ,,," 1,828,000 ", 16 ,,," 19,000 ", 1 ,,," 26,629,000 ", 626 ," 6,444,000 ",
2022,389295,HIGHWAY 90 RANCH WSC,N, 330 ," 8,570,406 ", 107 ,,," 36,000 ", 3 ,,,,,,," 8,606,406 ", 110 ," 10,800 ", 3 
2023,389295,HIGHWAY 90 RANCH WSC,N, 318 ," 8,842,000 ", 109 ,,," 135,000 ", 3 ,,,,,,," 8,977,000 ", 112 ," 10,800 ", 3 
2022,389297,HIGHWAY 117 WSC,N, 186 ," 5,111,000 ", 62 ,,,,,,,,,,," 5,111,000 ", 62 ," 42,000 ", 4 
2023,389297,HIGHWAY 117 WSC,N, 186 ," 6,753,000 ", 62 ,,,,,,,,,,," 6,753,000 ", 62 ," 42,000 ", 4 
2022,389312,REAL OAKS SUBDIVISION,Y, 60 ,,,,,,,,,,,,,,,,
2023,389312,REAL OAKS SUBDIVISION,Y, 60 ,,,,,,,,,,,,,,,,
2022,389315,HILL COUNTRY NORTHWEST CHERRY HOLLOW,Y," 1,104 "," 20,471,000 ", 368 ,,,,,,,,,,," 20,471,000 ", 368 ," 198,000 ",
2023,389315,HILL COUNTRY NORTHWEST CHERRY HOLLOW,Y," 1,104 "," 20,471,000 ", 368 ,,,,,,,,,,," 20,471,000 ", 368 ," 198,000 ",
2022,389316,FOUR SEASONS,Y, 789 ,,,,,,,,,,,,,,,,
2023,389316,FOUR SEASONS,Y, 789 ,,,,,,,,,,,,,,,,
2022,389320,SLEEPY HOLLOW,Y, 108 ,,,,,,,,,,,,,,,,
2023,389320,SLEEPY HOLLOW,Y, 108 ,,,,,,,,,,,,,,,,
2022,389323,NORTHWEST HILLS SUBDIVISION,Y, 315 ,,,,,,,,,,,,,,,,
2023,389323,NORTHWEST HILLS SUBDIVISION,Y, 315 ,,,,,,,,,,,,,,,,
2022,389324,LAKEWOOD WATER,Y," 1,209 ",,,,,,,,,,,,,,,,
2023,389324,LAKEWOOD WATER,Y," 1,209 ",,,,,,,,,,,,,,,,
2022,389325,OAK FOREST SOUTH WATER SUPPLY,Y, 621 ,,,,,,,,,,,,,,,,
2023,389325,OAK FOREST SOUTH WATER SUPPLY,Y, 621 ,,,,,,,,,,,,,,,,
2022,389326,NICKERSON FARM WATER SYSTEM,Y, 186 ,,,,,,,,,,,,,,,,
2023,389326,NICKERSON FARM WATER SYSTEM,Y, 186 ,,,,,,,,,,,,,,,,
2022,389328,COMANCHE CLIFFS,Y, 150 ,,,,,,,,,,,,,,,,
2023,389328,COMANCHE CLIFFS,Y, 150 ,,,,,,,,,,,,,,,,
2022,389329,PECAN VALLEY,Y, 114 ,,,,,,,,,,,,,,,,
2023,389329,PECAN VALLEY,Y, 114 ,,,,,,,,,,,,,,,,
2022,389335,ELMWOOD ESTATES,Y, 111 ,,,,,,,,,,,,,,,,
2023,389335,ELMWOOD ESTATES,Y, 111 ,,,,,,,,,,,,,,,,
2022,389340,WALNUT HILLS,Y, 546 ,,,,,,,,,,,,,,,,
2023,389340,WALNUT HILLS,Y, 546 ,,,,,,,,,,,,,,,,
2022,389341,REAL WSC,N, 361 ," 4,990,000 ", 154 ,,,,,,,,,,," 4,990,000 ", 154 ," 21,500 ", 5 
2023,389341,REAL WSC,N, 447 ," 4,520,000 ", 190 ,,,,,,,,,,," 4,520,000 ", 190 ," 21,500 ", 5 
2022,389550,HILL COUNTY WSC,N," 4,254 "," 102,702,800 "," 1,366 "," 15,744,170 ", 52 ,,,,,,,,," 118,446,970 "," 1,418 "," 11,566,000 ", 25 
2023,389550,HILL COUNTY WSC,N," 4,323 "," 99,167,636 "," 1,386 "," 15,535,540 ", 55 ,,,,,,,,," 114,703,176 "," 1,441 "," 15,720,000 ", 25 
2022,389562,CROWLEY 1 ACRE SKY CORP WATER,N," 2,067 "," 52,535,000 ", 688 ,,," 15,000 ", 1 ,,,,,,," 52,550,000 ", 689 ," 27,642,000 ",
2023,389562,CROWLEY 1 ACRE SKY CORP WATER,N," 2,037 "," 51,238,000 ", 691 ,,," 9,000 ", 1 ,,,,,,," 51,247,000 ", 692 ," 11,532,000 ",
2022,389570,CITY OF HILLCREST VILLAGE,N, 816 ," 17,894,000 ", 271 ,,," 76,000 ", 1 ,,,,,,," 17,970,000 ", 272 ," 382,280 ", 1 
2023,389570,CITY OF HILLCREST VILLAGE,N, 816 ," 17,202,000 ", 271 ,,," 58,000 ", 1 ,,,,,,," 17,260,000 ", 272 ," 324,200 ", 1 
2022,389585,HILLGREEN SUBDIVISION WATER CO,N, 135 ," 3,292,000 ", 45 ,,,,,,,,,,," 3,292,000 ", 45 ," 4,000 ",
2023,389585,HILLGREEN SUBDIVISION WATER CO,N, 135 ," 3,628,000 ", 45 ,,,,,,,,,,," 3,628,000 ", 45 ," 5,000 ",
2022,389590,BLUE MOUND,N," 2,359 "," 42,363,000 ", 776 ,,," 5,486,000 ", 24 ,,," 1,722,000 ", 7 ,,," 49,571,000 ", 807 ," 89,655 ", 6 
2023,389590,BLUE MOUND,N," 2,390 "," 42,586,000 ", 775 ,,," 3,372,000 ", 24 ,,," 1,218,000 ", 6 ,,," 47,176,000 ", 805 ,,
2022,389800,HILL RIVER COUNTRY ESTATES,Administratively Incomplete, 270 ,, 90 ,,,,,,,,,,,, 90 ,,
2023,389800,HILL RIVER COUNTRY ESTATES,Y, 270 ,, 90 ,,,,,,,,,,,, 90 ,,
2022,390000,CITY OF HILLSBORO,N," 8,612 "," 162,992,100 "," 2,712 "," 28,186,100 ", 30 ," 195,791,200 ", 657 ,,,,,,," 386,969,400 "," 3,399 ",,
2023,390000,CITY OF HILLSBORO,N," 9,223 "," 158,385,600 "," 2,735 "," 31,122,300 ", 30 ," 208,299,000 ", 667 ,,,,,,," 397,806,900 "," 3,432 ",,
2022,390350,HILLS & DALES,N, 228 ," 4,663,000 ", 76 ,,,,,,,,,,," 4,663,000 ", 76 ," 142,000 ",
2023,390350,HILLS & DALES,N, 234 ," 4,675,000 ", 78 ,,,,,,,,,,," 4,675,000 ", 78 ," 197,000 ",
2022,390440,HILLTOP ESTATES WSC,N, 72 ," 1,076,350 ", 23 ,,,,,,,,,,," 1,076,350 ", 23 ,,
2023,390440,HILLTOP ESTATES WSC,N, 88 ," 1,441,610 ", 23 ,,,,,,,,,,," 1,441,610 ", 23 ,,
2022,390450,HILLTOP LAKES WSC,N," 1,285 "," 49,843,272 ", 672 ,,," 4,667,912 ", 29 ,,," 308,681 ", 3 ,,," 54,819,865 ", 704 ," 1,971,758 ", 66 
2023,390450,HILLTOP LAKES WSC,N," 1,285 "," 51,045,334 ", 676 ,,," 4,682,880 ", 25 ,,," 402,418 ", 3 ,,," 56,130,632 ", 704 ," 1,330,493 ", 68 
2022,390500,HILLTOP WSC,N, 885 ," 20,216,900 ", 285 ," 517,500 ", 5 ," 54,800 ", 4 ,,," 165,700 ", 3 ," 632,700 ", 8 ," 21,587,600 ", 305 ," 7,500 ", 17 
2023,390500,HILLTOP WSC,N, 963 ," 25,698,000 ", 300 ," 574,100 ", 5 ," 401,300 ", 5 ,,," 103,200 ", 3 ," 804,400 ", 8 ," 27,581,000 ", 321 ," 7,500 ", 17 
2022,390600,HILLTOWN ADDITION,Y," 2,700 "," 50,000,000 ", 900 ,,,,,,,,,,," 50,000,000 ", 900 ,,
2023,390600,HILLTOWN ADDITION,N," 2,184 "," 27,347,000 ", 728 ,,,,,,,,,,," 27,347,000 ", 728 ,,
2022,390700,CITY OF HILSHIRE VILLAGE,N, 951 ," 40,279,000 ", 298 ,,," 1,407,000 ", 11 ," 288,000 ", 3 ," 26,000 ", 1 ," 6,310,000 ", 41 ," 48,310,000 ", 354 ," 209,000 ", 1 
2023,390700,CITY OF HILSHIRE VILLAGE,N, 954 ," 42,247,000 ", 304 ,,," 1,262,000 ", 11 ," 114,000 ", 2 ," 14,000 ", 1 ," 5,500,000 ", 42 ," 49,137,000 ", 360 ," 183,000 ", 1 
2022,391200,CITY OF HITCHCOCK,N," 7,633 "," 142,632,000 "," 2,417 "," 24,679,000 ", 9 ," 18,531,000 ", 123 ," 2,457,000 ", 11 ," 8,826,000 ", 39 ," 6,073,000 ", 79 ," 203,198,000 "," 2,678 ",,
2023,391200,CITY OF HITCHCOCK,N," 8,379 "," 130,624,000 "," 2,416 "," 1,676,000 ", 6 ," 26,484,000 ", 123 ," 2,355,000 ", 11 ," 9,894,000 ", 38 ," 2,458,000 ", 77 ," 173,491,000 "," 2,671 ",,
2022,391675,H O E WSC,N, 378 ," 11,021,730 ", 121 ,,," 1,467,270 ", 5 ,,,,,,," 12,489,000 ", 126 ,,
2023,391675,H O E WSC,N, 410 ," 12,045,000 ", 130 ,,,,,,,,,,," 12,045,000 ", 130 ,,
2022,391900,HOG CREEK WSC,N, 304 ," 28,965,354 ", 269 ,,,,,,,,,,," 28,965,354 ", 269 ," 28,965,354 ", 269 
2023,391900,HOG CREEK WSC,N, 304 ," 25,905,477 ", 269 ,,,,,,,,,,," 25,905,477 ", 269 ,,
2022,392100,HOLIDAY HARBOR,N, 135 ," 4,410,000 ", 84 ,,,,,,,,,,," 4,410,000 ", 84 ," 66,500 ", 7 
2023,392100,HOLIDAY HARBOR,Y, 135 ," 4,410,000 ", 84 ,,,,,,,,,,," 4,410,000 ", 84 ," 66,500 ", 7 
2022,392200,HOLIDAY LAKE ESTATES,N, 957 ," 12,816,500 ", 319 ,,,,,,,,,,," 12,816,500 ", 319 ,,
2023,392200,HOLIDAY LAKE ESTATES,N, 894 ," 11,303,200 ", 319 ,,,,,,,,,,," 11,303,200 ", 319 ,,
2022,392225,HOLIDAY OAKS SUBDIVISION,Y, 127 ," 2,867,535 ", 44 ,,,,,,,,,,," 2,867,535 ", 44 ,,
2023,392225,HOLIDAY OAKS SUBDIVISION,Y, 127 ," 2,867,535 ", 44 ,,,,,,,,,,," 2,867,535 ", 44 ,,
2022,392400,CITY OF HOLLAND,Y," 1,204 "," 19,666,734 ", 398 ," 7,713,890 ", 18 ," 3,740,546 ", 25 ,,," 2,315,230 ", 9 ,,," 33,436,400 ", 450 ,,
2023,392400,CITY OF HOLLAND,N," 1,114 "," 20,620,394 ", 426 ," 7,718,430 ", 3 ," 512,420 ", 9 ," 1,776,400 ", 1 ," 3,478,320 ", 11 ,,," 34,105,964 ", 450 ,,
2022,392430,HOLLANDS QUARTER WSC,Y," 1,300 "," 18,275,470 ", 441 ,,," 777,600 ", 8 ,,," 134,230 ", 8 ,,," 19,187,300 ", 457 ,,
2023,392430,HOLLANDS QUARTER WSC,N," 1,345 "," 24,776,213 ", 455 ,,," 2,666,313 ", 8 ,,," 258,719 ", 9 ,,," 27,701,245 ", 472 ,,
2022,392440,CITY OF HOLLIDAY,N," 1,760 "," 41,364,000 ", 821 ," 3,119,000 ", 30 ," 1,292,000 ", 48 ,,," 5,993,000 ", 29 ," 23,000 ", 2 ," 51,791,000 ", 930 ," 622,771 ", 9 
2023,392440,CITY OF HOLLIDAY,N," 1,601 "," 39,053,000 ", 828 ," 3,028,000 ", 34 ," 1,986,000 ", 62 ,,," 4,173,000 ", 32 ," 21,000 ", 6 ," 48,261,000 ", 962 ," 1,192,705 ", 18 
2022,392478,HOLLY HUFF WSC,N, 775 ," 11,433,810 ", 246 ,,,,,,,,,,," 11,433,810 ", 246 ," 600,000 ", 13 
2023,392478,HOLLY HUFF WSC,N, 735 ," 13,990,360 ", 245 ,,,,,,,,,,," 13,990,360 ", 245 ," 940,000 ", 13 
2022,392480,HOLLY LAKE RANCH,N," 5,397 ",," 1,899 ",,,, 73 ,, 1 ,,,,,," 1,973 ",,
2023,392480,HOLLY LAKE RANCH,N," 5,919 "," 89,788,114 "," 1,902 ",,," 4,725,690 ", 74 ,, 1 ,,,,," 94,513,804 "," 1,977 ",,
2022,392482,HOLLY SPRINGS WSC EAST METER,Y," 1,326 "," 28,070,547 ", 423 ,,," 639,000 ", 6 ,,," 32,400 ", 3 ," 508,400 ", 10 ," 29,250,347 ", 442 ," 942,000 ", 26 
2023,392482,HOLLY SPRINGS WSC EAST METER,N," 1,395 "," 24,143,724 ", 446 ,,," 508,982 ", 6 ,,," 47,100 ", 3 ," 455,700 ", 10 ," 25,155,506 ", 465 ," 110,742 ", 26 
2022,392553,BREAKAWAY TRAILS SUBDIVISION,Y, 123 ,, 49 ,,,,,,,,,,,, 49 ," 312,576 ", 6 
2023,392553,BREAKAWAY TRAILS SUBDIVISION,N, 135 ," 2,499,000 ", 45 ,,,,,,,,,,," 2,499,000 ", 45 ,,
2022,392570,HOLMWOOD ANGELINA & NECHES RIVER AUTHORI,N, 423 ," 9,011,684 ", 166 ,,," 96,586 ", 1 ,,,,,,," 9,108,270 ", 167 ,,
2023,392570,HOLMWOOD ANGELINA & NECHES RIVER AUTHORI,N, 398 ," 10,455,032 ", 162 ,,," 98,245 ", 1 ,,,,,,," 10,553,277 ", 163 ,,
2022,392750,METROPLEX HOMESTEADS WATER SUPPLY,N," 3,618 "," 78,478,000 "," 1,201 ",,," 281,000 ", 5 ,,,,,,," 78,759,000 "," 1,206 "," 14,186,000 ",
2023,392750,METROPLEX HOMESTEADS WATER SUPPLY,N," 3,558 "," 81,261,000 "," 1,211 ",,," 304,000 ", 4 ,,,,,,," 81,565,000 "," 1,215 "," 6,280,000 ",
2022,393200,CITY OF HONDO,N," 8,289 "," 248,723,600 "," 2,224 ",,," 109,781,100 ", 480 ," 127,000 ", 1 ," 225,538,000 ", 2 ,,," 584,169,700 "," 2,707 "," 10,000,000 ", 120 
2023,393200,CITY OF HONDO,N," 8,636 "," 226,044,700 "," 2,229 "," 193,210 ", 7 ," 29,449,900 ", 480 ," 1,640,800 ", 1 ," 225,538,000 ", 2 ,,," 482,866,610 "," 2,719 "," 10,000,000 ", 100 
2022,394000,CITY OF HONEY GROVE,N," 2,192 "," 35,495,100 ", 641 ," 3,103,300 ", 9 ," 5,014,400 ", 51 ," 853,800 ", 12 ," 7,801,800 ", 27 ,,," 52,268,400 ", 740 ," 400,800 ", 8 
2023,394000,CITY OF HONEY GROVE,N," 2,192 "," 33,679,200 ", 648 ," 2,745,330 ", 326 ," 8,465,600 ", 78 ,,," 2,879,100 ", 26 ,,," 47,769,230 "," 1,078 ",,
2022,394900,WHIPPOORWILL BAY SUBDIVISION,Y, 636 ,,,,,,,,,,,,,,,,
2023,394900,WHIPPOORWILL BAY SUBDIVISION,Y, 636 ,,,,,,,,,,,,,,,,
2022,394901,LAKE COUNTRY ACRES,Y, 693 ,,,,,,,,,,,,,,,,
2023,394901,LAKE COUNTRY ACRES,Y, 693 ,,,,,,,,,,,,,,,,
2022,394902,MOUNTAIN VIEW SUBDIVISION,Y, 939 ,,,,,,,,,,,,,,,,
2023,394902,MOUNTAIN VIEW SUBDIVISION,Y, 939 ,,,,,,,,,,,,,,,,
2022,394903,SANDY BEACH SUBDIVISION,Y, 396 ,,,,,,,,,,,,,,,,
2023,394903,SANDY BEACH SUBDIVISION,Y, 396 ,,,,,,,,,,,,,,,,
2022,394905,NORTH FORK CREEK II,Y, 408 ,,,,,,,,,,,,,,,,
2023,394905,NORTH FORK CREEK II,Y, 408 ,,,,,,,,,,,,,,,,
2022,394908,SUNCHASE MEADOWS,Y, 240 ,,,,,,,,,,,,,,,,
2023,394908,SUNCHASE MEADOWS,Y, 240 ,,,,,,,,,,,,,,,,
2022,395000,RIVER RUN SUBDIVISION,Y, 264 ,,,,,,,,,,,,,,,,
2023,395000,RIVER RUN SUBDIVISION,Y, 264 ,,,,,,,,,,,,,,,,
2022,395330,CITY OF HOOKS,N," 2,514 "," 107,023,860 "," 1,256 "," 1,302,240 ", 4 ," 1,008,000 ", 14 ,,,,,,," 109,334,100 "," 1,274 ",,
2023,395330,CITY OF HOOKS,N," 2,518 "," 102,733,940 "," 1,356 "," 1,274,160 ", 4 ," 1,110,000 ", 14 ,,,,,,," 105,118,100 "," 1,374 ",,
2022,395350,CADDO BASIN SUD,N," 11,790 "," 416,999,315 "," 4,649 "," 494,100 ", 1 ," 5,224,800 ", 17 ," 15,532,600 ", 10 ," 7,269,800 ", 37 ," 130,025 ", 2 ," 445,650,640 "," 4,716 "," 14,943,800 ", 1 
2023,395350,CADDO BASIN SUD,N," 12,077 "," 397,163,100 "," 4,756 "," 444,300 ", 1 ," 7,604,800 ", 29 ," 17,718,000 ", 11 ," 7,059,400 ", 32 ," 170,250 ", 2 ," 430,159,850 "," 4,831 "," 25,112,000 ", 1 
2022,395820,AUSTINS COLONY,N," 10,143 "," 191,078,000 "," 3,350 ",,," 15,107,000 ", 20 ,,," 1,164,000 ", 4 ," 1,005,000 ", 7 ," 208,354,000 "," 3,381 "," 24,618,000 ",
2023,395820,AUSTINS COLONY,Y," 10,143 "," 191,078,000 "," 3,350 ",,," 15,107,000 ", 20 ,,," 1,164,000 ", 4 ," 1,005,000 ", 7 ," 208,354,000 "," 3,381 "," 24,618,000 ",
2022,395825,HORSEPEN BAYOU MUD,N," 6,615 "," 206,119,000 "," 2,177 ",,," 27,413,000 ", 70 ,,," 4,202,000 ", 4 ,,," 237,734,000 "," 2,251 "," 2,770,600 ", 3 
2023,395825,HORSEPEN BAYOU MUD,N," 6,606 "," 208,176,000 "," 2,171 ",,," 26,973,000 ", 78 ,,," 6,100,000 ", 4 ,,," 241,249,000 "," 2,253 "," 3,925,660 ", 4 
2022,395850,HORSESHOE BEND WATER SYSTEM,N," 1,800 "," 31,352,000 ", 519 ,,,,,,,,,,," 31,352,000 ", 519 ," 23,000 ", 4 
2023,395850,HORSESHOE BEND WATER SYSTEM,N," 1,800 "," 29,714,626 ", 519 ,,,,,,,,,,," 29,714,626 ", 519 ," 25,000 ", 4 
2022,395854,SOUTHWEST ENVIRONMENTAL RESOURCES,Y, 500 ," 9,250,000 ", 165 ,,,,,,,,,,," 9,250,000 ", 165 ,,
2023,395854,SOUTHWEST ENVIRONMENTAL RESOURCES,Y, 500 ," 9,250,000 ", 165 ,,,,,,,,,,," 9,250,000 ", 165 ,,
2022,395973,HORSESHOE OAKS SUBDIVISION WATER SYSTEM,Y, 108 ,,,,,,,,,,,,,,,,
2023,395973,HORSESHOE OAKS SUBDIVISION WATER SYSTEM,Y, 108 ,,,,,,,,,,,,,,,,
2022,396200,CITY OF HOUSTON,N," 2,529,611 "," 24,543,987,000 "," 426,872 "," 27,995,586,000 "," 616,755 "," 24,262,804,000 "," 57,428 "," 1,770,954,000 ", 253 ," 6,062,976,000 "," 4,344 ",,," 84,673,987,000 "," 1,105,660 "," 1,080,762,000 ", 1 
2023,396200,CITY OF HOUSTON,N," 2,565,968 "," 24,927,473,000 "," 430,799 "," 27,005,071,000 "," 695,891 "," 24,028,596,000 "," 59,518 "," 958,349,000 ", 276 ," 6,391,710,000 "," 4,443 ",,," 83,311,199,000 "," 1,190,927 ",,
2022,396601,HOUSE CORRAL STREET WATER SYSTEM,N, 39 ," 697,000 ", 13 ,,,,,,,,,,," 697,000 ", 13 ,,
2023,396601,HOUSE CORRAL STREET WATER SYSTEM,N, 42 ," 820,000 ", 14 ,,,,,,,,,,," 820,000 ", 14 ," 12,000 ",
2022,398700,HOWARD WATER COOP,N, 117 ,, 39 ,,,,,,,,,,,, 39 ,, 1 
2022,398800,CITY OF HOWE,N," 3,862 "," 55,753,540 "," 1,355 "," 10,687,030 ", 238 ," 3,323,730 ", 60 ," 543,800 ", 2 ," 2,795,370 ", 21 ,,," 73,103,470 "," 1,676 "," 1,896,500 ", 4 
2023,398800,CITY OF HOWE,N," 3,761 "," 52,527,617 "," 1,356 "," 11,074,310 ", 238 ," 5,052,260 ", 60 ," 347,400 ", 2 ," 2,107,110 ", 21 ,,," 71,108,697 "," 1,677 "," 8,506,620 ",
2022,399000,CITY OF HUBBARD,N," 1,700 "," 80,265,128 ", 598 ,,," 8,446,132 ", 70 ,,,,,,," 88,711,260 ", 668 ,,
2023,399000,CITY OF HUBBARD,N," 1,700 "," 48,007,281 ", 598 ,,," 5,334,142 ", 70 ,,,,,,," 53,341,423 ", 668 ,,
2022,399250,HUBER WSC,Y, 399 ,,,,,,,,,,,,,,,,
2023,399250,HUBER WSC,Y, 399 ,,,,,,,,,,,,,,,,
2022,399410,HUBERT WATSON SUBDIVISION,N, 60 ," 1,433,461 ", 38 ,,,,,,,,,,," 1,433,461 ", 38 ,,
2023,399410,HUBERT WATSON SUBDIVISION,N, 60 ," 1,177,743 ", 38 ,,,,,,,,,,," 1,177,743 ", 38 ,,
2022,399432,CITY OF HUDSON OAKS,N," 2,910 "," 89,862,900 ", 853 ,,," 65,128,300 ", 160 ,,,,,,," 154,991,200 "," 1,013 "," 1,407,800 ",
2023,399432,CITY OF HUDSON OAKS,N," 3,123 "," 103,198,495 ", 861 ,,," 80,858,300 ", 180 ,,,,,,," 184,056,795 "," 1,041 "," 456,150 ", 1 
2022,399450,HUDSON WSC,N," 10,506 "," 248,221,000 "," 3,830 "," 4,163,000 ", 160 ,,,,," 8,101,000 ", 3 ,,," 260,485,000 "," 3,993 "," 8,634,500 ", 118 
2023,399450,HUDSON WSC,N," 10,506 "," 260,485,200 "," 3,830 "," 5,231,000 ", 160 ,,,,," 9,142,000 ", 3 ,,," 274,858,200 "," 3,993 "," 10,356,000 ", 118 
2022,399600,CITY OF HUGHES SPRINGS,N," 2,500 "," 45,610,907 "," 1,034 "," 749,268 ", 40 ," 6,795,139 ", 98 ," 8,117,801 ", 19 ," 16,344,529 ", 40 ,,," 106,360,278 "," 1,231 "," 36,084,445 ", 127 
